ngen	time   	min     	avg     	max    	std    
0   	8.01386	-657.597	-595.579	-527.28	18.5407
1   	10.5175	-641.155	-588.583	-527.28	17.0798
2   	13.3026	-659.512	-585.509	-527.28	18.1593
3   	15.9218	-636.916	-587.034	-527.28	19.0433
4   	18.6402	-651.77 	-588.631	-527.28	21.3903
5   	21.1152	-649.06 	-591.677	-527.28	21.9787
6   	23.6292	-646.677	-584.033	-527.28	19.762 
7   	26.4166	-674.791	-589.711	-527.28	20.9967
8   	29.0305	-655.131	-589.623	-527.28	25.0953
9   	31.6135	-663.154	-593.461	-527.28	28.047 
10  	34.2391	-660.666	-596.61 	-527.28	23.5178
11  	36.9763	-675.591	-597.505	-527.28	24.6116
12  	39.8141	-664.464	-603.386	-527.28	22.0142
13  	42.5353	-664.885	-607.843	-527.28	22.9589
14  	45.0487	-664.777	-601.211	-527.28	22.5563
15  	47.8266	-655.458	-594.801	-527.28	18.6539
16  	50.3509	-654.973	-601.829	-527.28	18.2917
17  	52.8701	-655.416	-592.37 	-527.28	23.7577
18  	55.5992	-659.339	-608.493	-527.28	21.4999
19  	58.1499	-679.981	-619.757	-527.28	22.1476
20  	60.9393	-664.413	-605.26 	-527.28	21.1285
21  	63.4315	-659.921	-606.46 	-527.28	22.8362
22  	66.0446	-655.982	-609.837	-527.28	19.4067
23  	68.5667	-683.419	-613.285	-527.28	23.3466
24  	71.0636	-677.064	-608.847	-527.28	22.1428
25  	73.6859	-678.34 	-624.479	-527.28	22.1976
26  	76.4386	-667.846	-616.407	-527.28	20.7289
27  	79.1663	-648.588	-596.696	-527.28	17.7876
28  	81.7837	-698.844	-603.563	-527.28	22.2279
29  	84.3838	-674.099	-606.949	-527.28	19.8941
30  	86.8849	-668.461	-614.191	-527.28	22.3275
31  	89.6887	-693.394	-608.198	-527.28	25.2919
32  	92.2585	-645.738	-604.985	-527.28	17.8259
33  	94.8274	-672.787	-611.173	-527.28	21.7627
34  	97.2998	-665.422	-609.915	-527.28	21.7349
35  	99.8743	-673.51 	-609.597	-527.28	21.7261
36  	102.571	-669.816	-581.471	-527.28	16.0551
37  	105.26 	-661.424	-601.824	-527.28	16.4669
38  	108.067	-665.723	-615.728	-527.28	14.1868
39  	110.884	-661.707	-610.961	-527.28	11.952 
40  	113.518	-674.886	-627.332	-527.28	14.6791
41  	116.273	-659.763	-632.094	-527.28	15.7659
42  	118.76 	-660.622	-600.497	-527.28	17.7855
43  	121.364	-647.689	-610.576	-527.28	15.3002
44  	124.128	-665.514	-620.621	-527.28	15.1518
45  	126.669	-650.452	-618.887	-527.28	12.698 
46  	129.431	-665.342	-593.417	-527.28	16.7994
47  	131.925	-667.396	-587.735	-527.28	15.7361
48  	134.422	-666.923	-600.168	-527.28	13.6816
49  	136.837	-666.923	-604.481	-527.28	14.218 
50  	139.274	-654.417	-606.207	-527.28	16.6692
51  	142.105	-634.662	-600.679	-527.28	20.3927
52  	144.643	-640.924	-576.312	-527.28	19.2311
53  	147.132	-658.903	-560.417	-527.28	12.5407
54  	149.736	-643.517	-608.643	-527.28	19.5058
55  	152.441	-657.728	-607.735	-527.28	15.851 
56  	155.336	-627.343	-616.67 	-527.28	9.72239
57  	157.956	-621.005	-594.657	-527.28	7.82387
58  	160.487	-655.609	-596.466	-527.28	9.94497
59  	163.07 	-666.078	-647.587	-527.28	19.6955
60  	165.539	-660.215	-623.187	-527.28	13.5561
61  	168.107	-643.138	-613.669	-527.28	7.46456
62  	170.737	-660.646	-622.1  	-527.28	12.9581
63  	173.383	-653.338	-617.233	-527.28	8.28423
64  	175.985	-653.494	-613.134	-527.28	9.17033
65  	178.686	-654.463	-640.204	-527.28	16.0973
66  	181.216	-654.724	-585.443	-527.28	15.7063
67  	183.783	-654.724	-610.33 	-527.28	12.3567
68  	186.41 	-641.343	-623.255	-527.28	10.8604
69  	189.089	-697.886	-677.883	-527.28	27.2751
70  	191.602	-692.56 	-613.223	-527.28	16.931 
71  	194.196	-623.344	-583.604	-527.28	12.7922
72  	196.867	-639.31 	-596.365	-527.28	14.5054
73  	199.513	-605.898	-574.87 	-527.28	9.11045
74  	201.982	-635.491	-582.045	-527.28	16.0491
75  	204.547	-630.002	-588.769	-527.28	11.2067
76  	207.158	-656.037	-608.419	-527.28	14.2898
77  	209.974	-642.614	-622.718	-527.28	11.0488
78  	212.625	-625.634	-569.642	-527.28	23.0734
79  	215.342	-633.338	-595.752	-527.28	16.6643
80  	217.964	-658.583	-634.799	-527.28	18.9145
81  	220.388	-644.909	-630.896	-527.28	14.8294
82  	222.985	-664.372	-618.656	-527.28	15.7345
83  	225.536	-690.651	-634.417	-527.28	18.5232
84  	228.069	-695.552	-640.374	-527.28	22.1977
85  	230.616	-657.811	-611.065	-527.28	13.7176
86  	233.264	-666.939	-625.521	-527.28	13.0198
87  	235.896	-628.963	-604.548	-527.28	8.27625
88  	238.497	-639.462	-604.939	-527.28	12.5108
89  	241.167	-644.784	-579.797	-527.28	10.0788
90  	243.809	-646.288	-596.455	-527.28	10.1341
91  	246.545	-644.371	-612.286	-527.28	10.6802
92  	249.13 	-644.157	-602.532	-527.28	13.6219
93  	251.628	-629.336	-602.585	-527.28	7.94543
94  	254.222	-635.382	-610.48 	-527.28	8.13816
95  	256.75 	-641.605	-612.803	-527.28	8.8775 
96  	259.301	-630.738	-580.182	-527.28	9.06655
97  	262.078	-650.84 	-616.527	-527.28	12.9123
98  	264.738	-628.67 	-604.457	-527.28	8.00442
99  	267.408	-649.794	-608.45 	-527.28	4.77253
ngen	time   	min     	avg     	max     	std    
0   	8.1105 	-649.582	-595.789	-540.245	19.6719
1   	10.6238	-642.817	-583.732	-527.739	16.5641
2   	13.0476	-654.453	-579.414	-526.168	19.1973
3   	15.5762	-645.835	-583.094	-519.138	22.6191
4   	18.2483	-641.852	-583.783	-519.138	20.5924
5   	20.9004	-678.31 	-599.089	-519.138	27.6907
6   	23.4914	-659.702	-593.032	-519.138	19.6799
7   	26.2139	-652.698	-590.334	-519.138	19.9274
8   	28.7364	-657.926	-596.693	-519.138	20.9869
9   	31.3677	-661.081	-601.368	-519.138	21.873 
10  	33.965 	-665.1  	-605.978	-519.138	20.9024
11  	36.5348	-662.434	-606.003	-519.138	22.4066
12  	39.0833	-679.337	-602.074	-519.138	24.1077
13  	41.7549	-646.528	-596.427	-519.138	18.9417
14  	44.5647	-648.351	-594.313	-519.138	19.9392
15  	47.1142	-652.957	-592.773	-519.138	18.7501
16  	49.8314	-657.115	-606.728	-519.138	21.7082
17  	52.4322	-670.963	-616.011	-519.138	21.6636
18  	55.0829	-674.865	-606.028	-519.138	21.8644
19  	57.7745	-687.452	-612.034	-519.138	24.8871
20  	60.3719	-673.471	-611.44 	-519.138	22.3074
21  	63.0583	-676.963	-612.488	-519.138	21.3978
22  	65.515 	-696.647	-620.482	-519.138	24.1481
23  	68.1169	-651.473	-605.481	-519.138	19.6362
24  	70.621 	-704.366	-609.194	-519.138	28.0572
25  	73.4065	-668.002	-613.873	-519.138	23.2752
26  	75.9459	-679.035	-614.707	-519.138	21.9803
27  	78.5854	-692.698	-621.667	-519.138	20.1589
28  	81.0897	-646.067	-601.582	-519.138	14.8926
29  	83.5469	-680.035	-627.505	-519.138	24.9608
30  	86.2706	-675.313	-605.913	-519.138	20.7405
31  	88.8126	-679.119	-617.851	-519.138	22.2545
32  	91.4621	-667.928	-630.768	-519.138	19.4535
33  	93.9834	-692.423	-645.504	-519.138	24.4663
34  	96.5327	-700.065	-638.616	-519.138	26.0285
35  	98.9983	-674.764	-628.153	-519.138	18.1412
36  	101.483	-642.022	-587.383	-519.138	20.028 
37  	104.289	-656.943	-600.692	-519.138	19.2499
38  	107.017	-691.55 	-620.928	-519.138	26.0992
39  	109.596	-676.83 	-621.125	-519.138	20.1483
40  	112.182	-682.558	-626.675	-519.138	20.5863
41  	114.804	-681.827	-628.107	-519.138	23.2502
42  	117.181	-659.586	-608.387	-519.138	20.9147
43  	119.698	-657.364	-608.525	-519.138	19.3973
44  	122.412	-649.175	-605.634	-519.138	15.9841
45  	124.905	-656.193	-596.383	-519.138	19.0308
46  	127.348	-672.62 	-607.543	-519.138	23.3159
47  	129.857	-660.142	-601.745	-519.138	18     
48  	132.334	-652.035	-600.978	-519.138	17.5645
49  	135.013	-667.239	-620.42 	-519.138	19.1096
50  	137.665	-640.522	-597.558	-519.138	15.8825
51  	140.278	-672.646	-619.041	-519.138	23.7285
52  	143.122	-653.977	-594.772	-519.138	19.6256
53  	145.536	-637.176	-586.184	-519.138	15.5267
54  	148.089	-681.052	-619.577	-519.138	26.678 
55  	150.544	-642.633	-597.229	-519.138	16.5662
56  	152.984	-680.201	-621.856	-519.138	23.8253
57  	155.503	-650.538	-613.325	-519.138	14.9736
58  	157.966	-642.028	-592.658	-519.138	17.2775
59  	160.763	-680.548	-637.332	-519.138	25.8228
60  	163.294	-663.621	-583.721	-519.138	25.2428
61  	165.99 	-639.709	-601.331	-519.138	16.445 
62  	168.713	-653.12 	-620.23 	-519.138	16.59  
63  	171.233	-626.651	-580.478	-519.138	14.8224
64  	173.776	-674.169	-635.252	-519.138	24.9528
65  	176.194	-647.8  	-594.557	-519.138	19.0244
66  	178.562	-672.633	-617.749	-519.138	18.4862
67  	181.347	-627.684	-587.07 	-519.138	12.3042
68  	183.891	-654.225	-593.582	-519.138	12.9736
69  	186.628	-631.837	-593.625	-519.138	9.29284
70  	189.265	-680.023	-637.989	-519.138	18.0665
71  	191.704	-647.03 	-584.88 	-519.138	25.1396
72  	194.498	-658.822	-625.281	-519.138	22.4824
73  	197.065	-670.617	-638.038	-519.138	17.4112
74  	199.627	-647.048	-560.184	-519.138	30.3781
75  	202.168	-621.21 	-590.472	-519.138	14.838 
76  	204.96 	-651.813	-634.426	-519.138	18.8653
77  	207.449	-646.517	-607.995	-519.138	15.6062
78  	210.05 	-658.808	-604.001	-519.138	8.42919
79  	212.697	-630.974	-616.056	-519.138	11.1712
80  	215.331	-670.475	-647.322	-519.138	18.2473
81  	217.843	-671.152	-630.014	-519.138	24.4138
82  	220.305	-666.111	-638.613	-519.138	12.4155
83  	222.791	-648.554	-606.898	-519.138	13.773 
84  	225.565	-648.015	-593.58 	-519.138	10.1259
85  	228.241	-663.581	-624.85 	-519.138	17.1921
86  	230.71 	-642.467	-589.58 	-519.138	11.2084
87  	233.512	-627.627	-607.257	-519.138	16.5814
88  	236.126	-649.115	-598.824	-519.138	18.4842
89  	238.605	-682.92 	-646.287	-519.138	25.0819
90  	241.283	-675.969	-654.57 	-519.138	16.9552
91  	243.938	-702.582	-606.776	-519.138	19.9137
