#no.   longitude   latitude    magnitude   time    depth   year    month   days
[1, 138.8, 34.8, 4.93699872493744, 1.19139175782825, 0, 0, 0, 0]
[2, 138.8, 34.85, 3.08127389103174, 3.38759705922823, 0, 0, 0, 0]
[3, 138.8, 34.9, 3.48765802383423, 7.57424729729335, 0, 0, 0, 0]
[4, 138.8, 34.95, 3.41656702756882, 9.92583358332658, 0, 0, 0, 0]
[5, 138.8, 35.0, 3.21796628832817, 10.1950011811586, 0, 0, 0, 0]
[6, 138.8, 35.05, 3.6410351395607, 16.1325684598423, 0, 0, 0, 0]
[7, 138.8, 35.1, 3.24993504583836, 18.1498636028251, 0, 0, 0, 0]
[8, 138.8, 35.15, 3.06426610052586, 19.1575456933341, 0, 0, 0, 0]
[9, 138.8, 35.2, 3.38534241914749, 21.8887890414517, 0, 0, 0, 0]
[10, 138.8, 35.25, 4.44744968414307, 25.8217175573876, 0, 0, 0, 0]
[11, 138.8, 35.3, 3.02038496360183, 26.523961606902, 0, 0, 0, 0]
[12, 138.8, 35.35, 3.44207245111465, 26.5802302562139, 0, 0, 0, 0]
[13, 138.8, 35.4, 3.21165150403976, 29.3092249541099, 0, 0, 0, 0]
[14, 138.8, 35.45, 3.5142537355423, 33.8169161744736, 0, 0, 0, 0]
[15, 138.8, 35.5, 3.13093928992748, 49.4107360847261, 0, 0, 0, 0]
[16, 138.8, 35.55, 3.30550462007523, 52.5012626448034, 0, 0, 0, 0]
[17, 138.8, 35.6, 3.22468315064907, 57.5089954453007, 0, 0, 0, 0]
[18, 138.8, 35.65, 3.66800308227539, 65.1091372485745, 0, 0, 0, 0]
[19, 138.8, 35.7, 3.11433236300945, 66.4783794118079, 0, 0, 0, 0]
[20, 138.8, 35.75, 3.27935895323753, 66.9183655437557, 0, 0, 0, 0]
[21, 138.8, 35.8, 3.08018068224192, 68.7012817222322, 0, 0, 0, 0]
[22, 138.8, 35.85, 4.77059483528137, 72.6321588025007, 0, 0, 0, 0]
[23, 138.8, 35.9, 3.40832215547562, 74.2217977543771, 0, 0, 0, 0]
[24, 138.8, 35.95, 3.10264340788126, 75.0057488966855, 0, 0, 0, 0]
[25, 138.8, 36.0, 3.74451512098312, 75.0404313687724, 0, 0, 0, 0]
[26, 138.8, 36.05, 3.0555740185082, 75.4658251046504, 0, 0, 0, 0]
[27, 138.8, 36.1, 3.48340311646461, 83.2191841042596, 0, 0, 0, 0]
[28, 138.8, 36.15, 3.37856668233871, 86.5287686611834, 0, 0, 0, 0]
[29, 138.8, 36.2, 3.21936947107315, 89.3811492919415, 0, 0, 0, 0]
[30, 138.8, 36.25, 3.33861175179482, 90.3467958763677, 0, 0, 0, 0]
