% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.287602554e+01 +8.287602554e+01 -9.171239745e+02 -9.171239745e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
24766 +8.127711347e+01 +8.127711347e+01 -9.187228865e+02 -9.187228865e+02 +9.7099e-01 +9.2370e-01 +3.5126e-02 +4.9005e-01 +5.0072e-01 +2.6906e-01 +6.1919e-01 +8.1256e-02 +7.2860e-01 +9.4713e-01 +8.0107e-01 +6.0527e-01 +7.9001e-01 +9.0841e-02 +1.2860e-01 +8.9130e-01 +7.3125e-01 +3.4011e-01 +3.4603e-01 +2.2140e-02
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.367961493e+01 +8.367961493e+01 +1.083679615e+03 +1.083679615e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +8.293761229e+01 +8.293761229e+01 +1.082937612e+03 +1.082937612e+03 +5.6884e-02 +6.2120e-01 +7.1081e-01 +8.1731e-01 +4.7961e-01 +6.5499e-01 +8.6687e-01 +1.3347e-01 +7.4840e-01 +5.6782e-01 +2.1407e-01 +1.2189e-01 +6.4266e-01 +8.0325e-01 +9.4635e-01 +8.0452e-01 +2.7925e-01 +3.6159e-01 +4.8937e-01 +3.4770e-01
4 +8.061167146e+01 +8.061167146e+01 +1.080611671e+03 +1.080611671e+03 +5.8546e-01 +9.9818e-01 +5.2105e-01 +8.0402e-01 +7.2818e-02 +9.1166e-01 +6.6601e-01 +3.1513e-01 +6.9757e-01 +7.3067e-01 +8.6923e-01 +5.5556e-01 +3.7115e-01 +1.7748e-01 +7.0515e-02 +3.0778e-01 +1.7855e-01 +8.9789e-01 +1.2833e-01 +3.6186e-01
2479 +7.924464677e+01 +7.924464677e+01 +1.079244647e+03 +1.079244647e+03 +5.6067e-01 +9.9426e-01 +4.1138e-01 +6.0883e-01 +3.4827e-01 +9.8034e-01 +4.4394e-01 +5.1760e-01 +2.3494e-01 +4.5645e-01 +5.0738e-01 +1.3689e-01 +4.0998e-01 +3.0658e-01 +2.4736e-01 +9.6995e-01 +9.1070e-02 +9.8048e-01 +2.9086e-01 +2.0634e-01
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.282343011e+01 +8.282343011e+01 +3.369343011e+01 +3.369343011e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
110 +8.094283025e+01 +8.094283025e+01 +3.181283025e+01 +3.181283025e+01 +4.7891e-01 +8.3813e-01 +2.1647e-01 +8.5695e-01 +8.4737e-01 +9.2263e-01 +5.7965e-01 +4.5826e-01 +1.2242e-01 +9.6427e-01 +9.6710e-01 +1.5349e-01 +1.2179e-01 +3.0632e-02 +5.2782e-01 +8.8910e-01 +8.8688e-01 +1.0066e-01 +7.3481e-01 +9.3815e-01
63684 +7.943259052e+01 +7.943259052e+01 +3.030259052e+01 +3.030259052e+01 +5.7287e-02 +6.2053e-01 +1.0336e-02 +9.9702e-01 +8.3732e-01 +2.7041e-02 +7.3764e-01 +2.8289e-01 +1.4357e-01 +6.6289e-01 +9.8806e-01 +2.5956e-01 +3.3654e-01 +2.0348e-01 +5.2157e-01 +4.7290e-01 +9.4823e-01 +6.9984e-01 +9.0109e-01 +4.7645e-02
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.754602683e+01 +7.754602683e+01 +3.752760268e+02 +3.752760268e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
53 +7.584493091e+01 +7.584493091e+01 +3.735749309e+02 +3.735749309e+02 +4.5225e-01 +6.8401e-01 +2.5642e-01 +1.6677e-02 +2.0110e-01 +7.1611e-01 +3.4971e-01 +7.9596e-01 +7.6303e-01 +4.5747e-01 +3.0273e-03 +9.6911e-01 +8.3411e-01 +1.0407e-02 +8.4033e-01 +5.2708e-01 +3.6779e-01 +9.5136e-01 +2.0482e-01 +9.3612e-01
7304 +7.400301577e+01 +7.400301577e+01 +3.717330158e+02 +3.717330158e+02 +1.5060e-01 +8.3507e-01 +6.4026e-01 +1.4450e-01 +5.7913e-01 +1.5439e-01 +4.0952e-01 +7.0480e-01 +3.5110e-01 +7.9642e-02 +3.7464e-02 +7.3696e-01 +8.4837e-01 +3.3479e-01 +6.2351e-01 +1.9415e-03 +6.6602e-01 +5.5811e-01 +2.0005e-01 +9.7269e-01
79798 +7.229932579e+01 +7.229932579e+01 +3.700293258e+02 +3.700293258e+02 +2.3207e-01 +9.0962e-01 +2.6559e-01 +2.9102e-03 +9.6181e-01 +1.6222e-02 +2.4387e-03 +9.7234e-01 +9.0380e-01 +9.3027e-02 +2.0213e-01 +9.7469e-01 +8.1454e-01 +2.7321e-01 +8.5961e-01 +8.2910e-01 +6.2671e-01 +6.0347e-01 +1.1494e-01 +9.9597e-01
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
