% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1053 +3.966970296e+01 +3.966970296e+01 +6.963970296e+01 +6.963970296e+01 +1.1717e+00 -1.7473e+00 -3.4554e+00 -2.0580e+00 +3.1071e+00 +2.7869e+00 -4.2617e+00 -3.4433e+00 +1.1670e-01 -1.9897e+00 +5.8573e-01 -1.2402e+00 +3.6311e+00 +2.1572e+00 -1.3110e+00 +2.7804e+00 -3.2844e+00 +1.4609e-01 +1.7177e+00 -3.7039e+00
1196 +2.509857106e+01 +2.509857106e+01 +5.506857106e+01 +5.506857106e+01 +1.2294e+00 -1.8013e+00 -3.4321e+00 -2.0994e+00 +3.0595e+00 +2.7997e+00 -4.3027e+00 -3.4849e+00 +1.3461e-01 -1.9555e+00 +6.1856e-01 -1.2010e+00 +3.6516e+00 +2.1699e+00 -1.3416e+00 +2.7934e+00 -3.2634e+00 +8.6812e-02 +1.7095e+00 -3.7078e+00
1359 +1.567027637e+01 +1.567027637e+01 +4.564027637e+01 +4.564027637e+01 +1.2499e+00 -1.7665e+00 -3.4508e+00 -2.1102e+00 +3.0321e+00 +2.7828e+00 -4.3188e+00 -3.5430e+00 +1.4141e-01 -1.9657e+00 +6.3254e-01 -1.1752e+00 +3.6692e+00 +2.1714e+00 -1.3643e+00 +2.7959e+00 -3.2171e+00 +8.5062e-02 +1.6805e+00 -3.7275e+00
1925 +9.996453227e+00 +9.996453227e+00 +3.996645323e+01 +3.996645323e+01 +1.2771e+00 -1.7550e+00 -3.4594e+00 -2.0948e+00 +3.0206e+00 +2.7791e+00 -4.3206e+00 -3.5454e+00 +1.3821e-01 -1.9673e+00 +6.3575e-01 -1.1807e+00 +3.6580e+00 +2.1710e+00 -1.3765e+00 +2.8009e+00 -3.2088e+00 +8.4704e-02 +1.6821e+00 -3.7281e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.836054506e+03 +2.836054506e+03 +2.784344506e+03 +2.784344506e+03 +2.2650e+00 +2.3676e+00 -6.6290e-01 -5.4597e-01 -8.0720e-01 +1.1467e+00 +9.7907e-01 +4.1789e-01 -4.2886e+00 +3.7213e-01 -2.7028e+00 +2.6517e+00 +2.5404e-01 +1.0238e+00 +2.3766e+00 +7.4141e-01 +2.6302e+00 -1.0123e+00 -4.2347e+00 +1.5253e+00
99 +2.180457586e+03 +2.180457586e+03 +2.128747586e+03 +2.128747586e+03 +8.2412e+00 +4.1687e+00 -4.9990e+00 -2.2718e+00 +2.9863e-01 +4.1042e+00 -2.2538e+00 +1.0269e+01 -7.5611e+00 +9.6377e-01 +4.4674e+00 +7.3715e+00 +9.8351e-01 +3.0517e+00 +2.5868e-01 +9.5432e+00 -5.7502e+00 +1.0759e+00 -9.9764e-01 +5.1923e+00
259 +1.463918707e+03 +1.463918707e+03 +1.412208707e+03 +1.412208707e+03 +2.8167e+00 +2.2874e+00 -3.5332e+00 -2.7413e+00 +3.7765e+00 +4.1318e+00 -3.4113e+00 +8.5051e+00 -5.9234e+00 -9.5219e-01 +2.2839e+00 +1.6478e+00 +4.7407e-01 +5.1276e+00 +1.3490e+00 +6.9512e+00 -4.4863e+00 +2.1669e+00 +3.8741e+00 +6.8894e-01
353 +9.516823901e+02 +9.516823901e+02 +8.999723901e+02 +8.999723901e+02 +1.2275e+00 +4.2236e+00 -3.5143e+00 -2.4910e+00 +1.0872e+00 +4.4441e+00 -1.0453e+00 +3.3112e+00 -5.6995e+00 -1.1492e+00 +5.5376e+00 +1.3828e+00 +1.0083e+00 +6.1611e+00 -1.4869e+00 +7.2369e+00 -3.3929e+00 +1.4271e+00 +4.3928e+00 +2.7804e+00
434 +5.618100540e+02 +5.618100540e+02 +5.101000540e+02 +5.101000540e+02 +2.5300e+00 +4.3981e+00 -3.3963e+00 -1.4976e+00 +5.7260e-01 +2.7616e+00 -3.3667e+00 +4.0164e+00 -6.3208e+00 -6.3112e-01 +4.4557e+00 +2.7199e+00 +1.7752e+00 +4.8776e+00 -1.4538e+00 +6.9196e+00 -3.2404e+00 +9.1483e-01 +2.3061e+00 +2.1809e+00
540 +3.769983883e+02 +3.769983883e+02 +3.252883883e+02 +3.252883883e+02 +2.4931e+00 +3.8198e+00 -3.6684e+00 -2.1777e+00 +5.8947e-01 +3.0976e+00 -2.7187e+00 +4.5420e+00 -6.1713e+00 -3.1488e-01 +3.8478e+00 +2.8750e+00 +2.5857e+00 +4.6231e+00 -9.2569e-01 +6.4151e+00 -2.0847e+00 +2.2098e+00 +1.3390e+00 +2.5480e+00
700 +2.440218495e+02 +2.440218495e+02 +1.923118495e+02 +1.923118495e+02 +1.9618e+00 +4.1119e+00 -3.1851e+00 -2.6815e+00 +4.9207e-01 +2.7372e+00 -2.8796e+00 +4.6170e+00 -5.7119e+00 -5.1172e-02 +3.5769e+00 +2.8718e+00 +2.8738e+00 +4.2292e+00 -1.1989e+00 +6.2124e+00 -1.6389e+00 +1.7606e+00 +1.5102e+00 +3.4390e+00
923 +1.581509340e+02 +1.581509340e+02 +1.064409340e+02 +1.064409340e+02 +2.0775e+00 +4.2549e+00 -3.1414e+00 -2.8286e+00 +2.9961e-01 +2.6004e+00 -3.1627e+00 +4.5407e+00 -5.6660e+00 -9.2304e-02 +3.4923e+00 +2.8144e+00 +3.1102e+00 +4.0355e+00 -1.4523e+00 +6.1650e+00 -1.8866e+00 +1.7180e+00 +1.6384e+00 +3.0600e+00
1197 +9.848724592e+01 +9.848724592e+01 +4.677724592e+01 +4.677724592e+01 +2.2204e+00 +4.2379e+00 -3.1428e+00 -2.7634e+00 +4.3538e-01 +2.4311e+00 -3.2654e+00 +4.5827e+00 -5.6932e+00 -1.2765e-01 +3.4881e+00 +2.7754e+00 +3.2069e+00 +3.7682e+00 -1.5803e+00 +6.0049e+00 -2.0087e+00 +1.8715e+00 +1.6727e+00 +3.1342e+00
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.738275207e+03 +3.738275207e+03 +3.458325207e+03 +3.458325207e+03 +2.1205e-01 +4.6852e+00 +2.1497e+00 +3.3891e+00 +4.5663e+00 +4.7336e+00 +3.0697e+00 +2.9355e+00 -1.7995e+00 -3.9754e+00 +3.1107e+00 +2.3233e+00 -2.2652e+00 -2.7943e+00 -1.2982e+00 -4.8397e+00 +1.9299e+00 +4.0884e+00 -4.1581e+00 +1.0509e+00
159 +2.043002767e+03 +2.043002767e+03 +1.763052767e+03 +1.763052767e+03 -5.4632e+00 -9.9971e-01 +3.1557e-01 +1.9144e+00 -7.7923e-02 -2.2750e+00 -1.6136e+00 -2.8736e+00 -1.0197e+00 -4.6400e+00 +3.6392e+00 +5.1868e+00 -4.0145e+00 +1.6970e+00 +7.6531e-01 +3.7884e+00 +5.7228e+00 +7.9745e+00 +2.3275e+00 +6.6683e-01
246 +1.204880893e+03 +1.204880893e+03 +9.249308925e+02 +9.249308925e+02 -4.9724e+00 -2.7795e+00 +2.6754e+00 -1.3020e+00 -7.0548e-01 -3.7113e+00 +9.7391e-01 -1.2129e+00 -1.6775e+00 -4.5311e+00 -1.9816e+00 +2.4617e+00 -6.2850e+00 -2.8541e+00 +8.2723e-01 +2.5811e+00 +6.0218e+00 +3.2916e+00 +3.0463e+00 +1.6842e+00
278 +9.945712317e+02 +9.945712317e+02 +7.146212317e+02 +7.146212317e+02 -4.0689e+00 -1.5322e+00 +2.1786e+00 -2.0089e+00 -8.5503e-01 -3.1797e+00 -9.7308e-01 -1.8769e+00 +4.0634e-01 -3.6725e+00 +8.4690e-02 +1.7850e+00 -6.0328e+00 -1.3372e+00 -8.8784e-01 +3.8882e+00 +4.1100e+00 +1.5320e+00 +4.0390e+00 +1.3859e+00
383 +5.207669883e+02 +5.207669883e+02 +2.408169883e+02 +2.408169883e+02 -4.7495e+00 -4.3337e+00 +2.5204e+00 -3.5341e-01 -2.0719e+00 -4.0194e+00 -2.6615e+00 -6.9073e-01 +1.3834e+00 -4.9567e+00 -1.7231e+00 +3.0658e+00 -2.7021e+00 -2.6703e+00 -1.8073e-01 +4.4278e+00 +6.1037e+00 +3.9326e+00 +3.7529e+00 +3.6480e+00
464 +3.931697742e+02 +3.931697742e+02 +1.132197742e+02 +1.132197742e+02 -4.1638e+00 -3.5107e+00 +3.8342e+00 +5.9008e-01 -2.2845e+00 -3.0333e+00 -1.8945e+00 -1.0215e+00 +1.3603e+00 -4.6223e+00 -7.6297e-01 +2.4875e+00 -2.7513e+00 -2.6541e+00 -1.5683e-01 +4.5142e+00 +4.2274e+00 +4.4330e+00 +3.4647e+00 +4.3988e+00
638 +2.257620621e+02 +2.257620621e+02 -5.418793788e+01 -5.418793788e+01 -3.0485e+00 -3.8501e+00 +3.4204e+00 +1.4857e-01 -1.1897e+00 -3.1527e+00 -2.5391e+00 -1.2161e+00 +2.1421e+00 -4.2597e+00 -1.5753e+00 +2.4589e+00 -2.6259e+00 -2.8781e+00 +3.4873e-02 +4.7655e+00 +4.4563e+00 +4.4888e+00 +3.5640e+00 +4.4022e+00
770 +1.584263379e+02 +1.584263379e+02 -1.215236621e+02 -1.215236621e+02 -2.8592e+00 -3.4583e+00 +3.6185e+00 +7.1865e-02 -1.2724e+00 -2.8123e+00 -2.4060e+00 -1.2301e+00 +2.2280e+00 -4.3284e+00 -1.2164e+00 +2.2695e+00 -2.6299e+00 -3.0488e+00 +2.9938e-01 +4.7948e+00 +4.7158e+00 +4.5840e+00 +3.9313e+00 +4.0691e+00
950 +9.492474577e+01 +9.492474577e+01 -1.850252542e+02 -1.850252542e+02 -2.8447e+00 -3.4581e+00 +3.5107e+00 -9.0516e-03 -1.4286e+00 -2.7426e+00 -2.0730e+00 -1.3203e+00 +2.0838e+00 -4.2515e+00 -1.0764e+00 +2.2175e+00 -2.5943e+00 -3.0120e+00 +1.6033e-01 +4.8246e+00 +4.7747e+00 +4.1086e+00 +3.8601e+00 +4.0394e+00
1150 +6.252304041e+01 +6.252304041e+01 -2.174269596e+02 -2.174269596e+02 -2.9593e+00 -3.5759e+00 +3.4471e+00 -1.0336e-01 -1.3996e+00 -2.8079e+00 -2.0336e+00 -1.3172e+00 +2.0404e+00 -4.2862e+00 -1.2662e+00 +2.2990e+00 -2.5798e+00 -3.0718e+00 +1.2398e-01 +4.9125e+00 +4.7587e+00 +3.9960e+00 +3.8914e+00 +4.0039e+00
% function evaluation | noise-free fitness - Fopt (9.319900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.960778686e+03 +3.960778686e+03 +4.892768686e+03 +4.892768686e+03 +3.1936e+00 +3.4979e+00 +1.0029e+00 +4.7511e+00 +6.6498e-01 +3.4057e+00 -3.7368e+00 +3.1376e+00 -1.9626e-02 +5.4518e-01 -4.1015e+00 +3.9354e+00 +2.7196e+00 -3.4549e+00 +4.8888e+00 -4.9938e+00 -6.6240e-01 -4.5441e+00 -3.0222e+00 +1.4198e+00
119 +2.447724723e+03 +2.447724723e+03 +3.379714723e+03 +3.379714723e+03 -1.2072e+00 +6.0356e-01 +3.0598e+00 -4.7612e+00 +8.3572e+00 -2.2353e+00 -4.0388e+00 -5.2982e+00 +2.4099e+00 -7.9326e-01 +5.2514e-01 +1.5784e+00 -2.4616e+00 -2.3654e+00 +2.5701e+00 -3.4522e+00 -2.7723e+00 -4.6477e+00 +1.9342e+00 -9.9066e-01
219 +1.502779656e+03 +1.502779656e+03 +2.434769656e+03 +2.434769656e+03 -7.1517e-01 -8.3490e-01 +4.2260e+00 -2.8373e+00 +4.5629e+00 -3.5188e+00 +1.4642e+00 -3.4367e+00 +4.1403e+00 +4.2400e+00 +2.3384e+00 +7.5305e-01 -1.0909e+00 -6.7511e-01 +2.1196e+00 +6.0963e-01 +1.1075e+00 -3.5396e+00 +1.8922e+00 -2.3643e+00
272 +9.932310017e+02 +9.932310017e+02 +1.925221002e+03 +1.925221002e+03 +1.8735e+00 +9.2067e-01 +2.8678e+00 -3.5355e-02 +4.1719e+00 -3.5047e+00 +2.2965e+00 -4.4790e+00 +6.1009e-01 +3.7414e+00 +3.5155e+00 +4.2868e-01 -2.5172e+00 +1.2233e+00 +1.0683e+00 +2.6211e+00 +1.0955e+00 -2.7168e+00 +3.2532e+00 -3.5914e+00
355 +4.368749435e+02 +4.368749435e+02 +1.368864943e+03 +1.368864943e+03 +2.0497e+00 +8.8621e-01 +3.1742e+00 -5.6534e-02 +2.4647e+00 -2.3340e+00 +1.8630e+00 -3.4951e+00 -1.4655e+00 +3.1801e+00 +3.6219e+00 +6.2164e-02 -2.9163e+00 -1.2867e+00 +8.8539e-01 +2.0495e+00 -5.9405e-01 -1.9876e+00 +2.8352e+00 -1.3924e+00
404 +3.922362658e+02 +3.922362658e+02 +1.324226266e+03 +1.324226266e+03 +1.5145e+00 +6.0536e-01 +2.4875e+00 -1.3058e+00 +2.4711e+00 -2.7624e+00 +2.2694e+00 -4.9829e+00 -1.7135e+00 +3.1974e+00 +3.2536e+00 -7.5186e-01 -1.5500e+00 -7.9790e-01 +1.7294e+00 +1.8179e+00 -1.1257e+00 -2.3989e+00 +2.6606e+00 -1.2291e+00
559 +2.426452855e+02 +2.426452855e+02 +1.174635285e+03 +1.174635285e+03 +2.0291e+00 +9.8571e-01 +2.9090e+00 -7.9881e-01 +1.8355e+00 -2.6979e+00 +2.3427e+00 -3.7646e+00 -1.4169e+00 +2.8375e+00 +3.5946e+00 -9.3202e-01 -1.9149e+00 -1.5632e+00 +2.2996e+00 +2.0713e+00 -3.0170e-01 -2.1717e+00 +2.9343e+00 -1.2871e+00
630 +1.507364085e+02 +1.507364085e+02 +1.082726409e+03 +1.082726409e+03 +1.7233e+00 +5.0255e-01 +3.0352e+00 -5.2654e-01 +2.0827e+00 -2.8200e+00 +1.8585e+00 -4.0331e+00 -1.3109e+00 +2.6446e+00 +3.4987e+00 -1.1467e+00 -2.1198e+00 -1.7970e+00 +2.3658e+00 +2.1738e+00 -9.4698e-01 -1.5977e+00 +2.8444e+00 -1.0307e+00
734 +9.388038037e+01 +9.388038037e+01 +1.025870380e+03 +1.025870380e+03 +1.7753e+00 +5.4202e-01 +2.9741e+00 -4.6495e-01 +2.3041e+00 -2.8685e+00 +1.8545e+00 -3.7693e+00 -1.2630e+00 +2.7930e+00 +3.7476e+00 -1.0678e+00 -1.9736e+00 -2.3414e+00 +2.1180e+00 +2.1977e+00 -8.4375e-01 -1.5393e+00 +2.7538e+00 -1.0923e+00
846 +6.204929022e+01 +6.204929022e+01 +9.940392902e+02 +9.940392902e+02 +1.6719e+00 +6.1052e-01 +2.8971e+00 -5.0187e-01 +2.2849e+00 -2.8606e+00 +2.0727e+00 -3.8614e+00 -1.3819e+00 +2.8529e+00 +3.6553e+00 -8.1879e-01 -2.0863e+00 -2.3635e+00 +2.2527e+00 +2.2239e+00 -9.3967e-01 -1.5145e+00 +2.6677e+00 -1.1935e+00
972 +3.942380085e+01 +3.942380085e+01 +9.714138009e+02 +9.714138009e+02 +1.5748e+00 +5.9403e-01 +2.9947e+00 -3.9780e-01 +2.2314e+00 -2.8090e+00 +2.1451e+00 -3.9762e+00 -1.3487e+00 +2.8993e+00 +3.6345e+00 -9.0634e-01 -2.1551e+00 -2.3032e+00 +2.2994e+00 +2.2370e+00 -9.3890e-01 -1.6364e+00 +2.6737e+00 -1.2224e+00
1078 +2.247045245e+01 +2.247045245e+01 +9.544604524e+02 +9.544604524e+02 +1.5629e+00 +6.2820e-01 +3.0013e+00 -4.3093e-01 +2.1879e+00 -2.7863e+00 +2.2342e+00 -3.9638e+00 -1.4500e+00 +2.8675e+00 +3.6662e+00 -8.8758e-01 -2.2160e+00 -2.3356e+00 +2.2643e+00 +2.1743e+00 -9.4549e-01 -1.6229e+00 +2.7209e+00 -1.2281e+00
1179 +1.517948041e+01 +1.517948041e+01 +9.471694804e+02 +9.471694804e+02 +1.5190e+00 +6.0918e-01 +3.0423e+00 -3.9262e-01 +2.2152e+00 -2.7927e+00 +2.2099e+00 -3.9550e+00 -1.4610e+00 +2.9098e+00 +3.6637e+00 -9.2936e-01 -2.2267e+00 -2.3710e+00 +2.2151e+00 +2.2033e+00 -9.3259e-01 -1.6530e+00 +2.6985e+00 -1.2277e+00
1308 +9.592233178e+00 +9.592233178e+00 +9.415822332e+02 +9.415822332e+02 +1.5197e+00 +6.2121e-01 +3.0459e+00 -3.8073e-01 +2.2187e+00 -2.8092e+00 +2.2149e+00 -3.9814e+00 -1.4715e+00 +2.8924e+00 +3.6532e+00 -9.1885e-01 -2.2364e+00 -2.3514e+00 +2.2235e+00 +2.1806e+00 -9.4746e-01 -1.6609e+00 +2.7139e+00 -1.2468e+00
1581 +6.273332218e+00 +6.273332218e+00 +9.382633322e+02 +9.382633322e+02 +1.5258e+00 +6.2089e-01 +3.0286e+00 -3.8100e-01 +2.2070e+00 -2.8110e+00 +2.2163e+00 -3.9832e+00 -1.4677e+00 +2.8811e+00 +3.6434e+00 -9.2129e-01 -2.2244e+00 -2.3473e+00 +2.2218e+00 +2.1790e+00 -9.4338e-01 -1.6628e+00 +2.7110e+00 -1.2375e+00
% function evaluation | noise-free fitness - Fopt (1.133100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.339037864e+03 +3.339037864e+03 +3.452347864e+03 +3.452347864e+03 -1.5003e+00 -3.9450e+00 +1.8380e+00 +2.1412e+00 +1.9280e+00 +4.5639e+00 -3.5227e+00 +2.6548e+00 -3.2414e+00 -3.6916e+00 -4.6361e-01 -7.5125e-02 +4.3109e-01 -1.1004e+00 +1.9967e+00 +2.8641e+00 -8.3219e-01 -4.0971e+00 +1.3699e+00 +1.7697e+00
159 +2.426664346e+03 +2.426664346e+03 +2.539974346e+03 +2.539974346e+03 +1.3190e+00 -5.2341e-01 -3.8584e+00 +3.5115e+00 +3.2511e-01 -6.8163e+00 -7.0266e+00 -2.7063e+00 -7.5257e-01 -4.2118e+00 +1.4112e+00 +4.3618e+00 +4.0707e+00 -1.7621e+00 +1.4908e+00 +6.4348e+00 -4.2681e+00 +1.7577e+00 -5.5303e+00 -3.6561e+00
225 +1.517771696e+03 +1.517771696e+03 +1.631081696e+03 +1.631081696e+03 +3.1400e+00 +2.6818e-01 -8.4692e-01 +4.5764e+00 +1.2877e+00 -8.7427e-01 -1.7101e+00 -3.6012e+00 +3.8586e+00 -3.6824e+00 -9.3448e-01 +2.0339e+00 +1.7879e+00 +1.3703e+00 -9.2612e-01 +5.7251e+00 +2.0408e+00 +4.6343e+00 -1.4005e-01 -4.0470e+00
330 +9.522191971e+02 +9.522191971e+02 +1.065529197e+03 +1.065529197e+03 +1.4895e+00 -4.1282e-02 +1.5140e+00 +8.9576e-01 +1.1924e+00 -9.8255e-02 +5.0523e-01 -1.8019e+00 +2.2712e+00 +5.5267e-03 -2.4724e+00 +2.7254e+00 -6.3386e-02 -2.0110e+00 -6.6971e-02 +2.8865e+00 +4.9874e-01 +2.6364e+00 -2.9400e-01 -2.9620e+00
424 +6.285035138e+02 +6.285035138e+02 +7.418135138e+02 +7.418135138e+02 +1.0792e+00 +2.5932e+00 +1.7550e+00 +6.5519e-01 +3.2573e-01 -1.1380e+00 -7.6224e-01 -5.3572e-01 +2.7908e+00 +3.4690e-01 -2.2430e+00 +2.2650e+00 -3.8335e+00 -1.4006e+00 -4.1751e-01 +4.0205e+00 +9.4186e-01 +2.5076e+00 -1.5680e+00 -2.9284e+00
511 +3.895947103e+02 +3.895947103e+02 +5.029047103e+02 +5.029047103e+02 +1.3915e+00 +2.7500e+00 +5.0986e-01 +1.1958e+00 +1.0025e+00 -5.2595e-01 -7.6717e-01 -9.1159e-01 +3.1712e+00 -1.3673e+00 -1.3741e+00 +2.6510e+00 -2.7993e+00 -1.4566e+00 -9.2056e-01 +3.9296e+00 +1.8372e+00 +2.8327e+00 -9.3961e-01 -3.0216e+00
597 +2.223370154e+02 +2.223370154e+02 +3.356470154e+02 +3.356470154e+02 +1.5668e+00 +3.3978e+00 +7.9339e-01 +9.0970e-01 +4.4626e-01 -6.8916e-01 -5.3644e-01 -1.2316e+00 +2.6717e+00 -7.5192e-01 -7.8556e-01 +2.7887e+00 -3.5725e+00 -9.0605e-01 -1.0747e+00 +3.8303e+00 +2.3381e+00 +1.9610e+00 -1.6896e+00 -3.4308e+00
684 +1.479720793e+02 +1.479720793e+02 +2.612820793e+02 +2.612820793e+02 +2.0155e+00 +3.2225e+00 +6.8851e-01 +6.2743e-01 +5.9501e-01 -9.0436e-01 -6.2435e-01 -1.3704e+00 +2.7444e+00 -1.1283e+00 -7.4726e-01 +2.8589e+00 -3.0808e+00 -9.1447e-01 -1.2506e+00 +3.5687e+00 +2.4647e+00 +2.0386e+00 -1.7563e+00 -3.8143e+00
808 +9.744776515e+01 +9.744776515e+01 +2.107577651e+02 +2.107577651e+02 +1.9440e+00 +3.1698e+00 +6.4099e-01 +6.8582e-01 +9.3573e-01 -7.3482e-01 -5.1646e-01 -1.3432e+00 +2.5229e+00 -8.8168e-01 -6.4013e-01 +2.8354e+00 -3.4483e+00 -1.1631e+00 -1.2973e+00 +3.4916e+00 +2.3216e+00 +2.2520e+00 -1.8008e+00 -3.8097e+00
896 +6.137742406e+01 +6.137742406e+01 +1.746874241e+02 +1.746874241e+02 +1.8884e+00 +3.1476e+00 +6.6151e-01 +7.3644e-01 +9.2426e-01 -8.8277e-01 -3.4441e-01 -1.4406e+00 +2.7381e+00 -6.7771e-01 -6.5758e-01 +2.8934e+00 -3.3615e+00 -1.2558e+00 -1.1094e+00 +3.4770e+00 +2.2362e+00 +2.3193e+00 -1.5725e+00 -3.6325e+00
985 +3.957624939e+01 +3.957624939e+01 +1.528862494e+02 +1.528862494e+02 +2.0347e+00 +3.2251e+00 +6.1324e-01 +6.1081e-01 +8.0912e-01 -7.4437e-01 -3.3820e-01 -1.5315e+00 +2.8628e+00 -8.1499e-01 -4.9502e-01 +2.8195e+00 -3.3215e+00 -1.2539e+00 -1.1518e+00 +3.5619e+00 +2.2673e+00 +2.2794e+00 -1.4793e+00 -3.6488e+00
1098 +2.414854798e+01 +2.414854798e+01 +1.374585480e+02 +1.374585480e+02 +2.0419e+00 +3.2474e+00 +5.9203e-01 +6.5589e-01 +8.2936e-01 -7.8194e-01 -3.8232e-01 -1.5455e+00 +2.8459e+00 -7.6981e-01 -5.6509e-01 +2.7905e+00 -3.3831e+00 -1.2206e+00 -1.1585e+00 +3.5589e+00 +2.2674e+00 +2.2552e+00 -1.4741e+00 -3.7614e+00
1185 +1.547700945e+01 +1.547700945e+01 +1.287870094e+02 +1.287870094e+02 +2.0381e+00 +3.2101e+00 +5.6140e-01 +5.9137e-01 +8.3188e-01 -7.6876e-01 -3.8091e-01 -1.5729e+00 +2.8722e+00 -7.0439e-01 -5.5632e-01 +2.8185e+00 -3.4029e+00 -1.1934e+00 -1.1598e+00 +3.5738e+00 +2.3171e+00 +2.2559e+00 -1.5478e+00 -3.7770e+00
