% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.831961742e+04 +1.831961742e+04 +1.777311742e+04 +1.777311742e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 +1.751352141e+04 +1.751352141e+04 +1.696702141e+04 +1.696702141e+04 +4.8125e-01 +4.2090e-01 +2.8306e-01 +5.7926e-01 +5.1757e-02 +9.0975e-01 +6.7788e-01 +6.7689e-01 +7.1262e-01 +9.6647e-01 +6.4703e-01 +5.3162e-01 +3.2924e-02 +2.7745e-01 +2.2728e-01 +1.7061e-02 +9.5016e-01 +1.6194e-01 +2.8787e-01 +2.0127e-01
10 +1.724280317e+04 +1.724280317e+04 +1.669630317e+04 +1.669630317e+04 +6.3115e-01 +5.6148e-02 +7.6463e-01 +6.7904e-01 +7.7990e-01 +1.0095e-01 +5.8305e-01 +9.8270e-01 +1.5507e-01 +7.7526e-01 +1.3698e-02 +7.9538e-01 +8.9300e-01 +5.1845e-01 +5.3472e-01 +2.5247e-01 +7.4313e-02 +4.2529e-01 +2.7421e-02 +9.0056e-01
35 +1.407254250e+04 +1.407254250e+04 +1.352604250e+04 +1.352604250e+04 +2.9931e-01 +1.0753e-01 +3.7103e-01 +3.4105e-01 +9.7930e-01 +6.5941e-01 +1.8468e-02 +8.2725e-01 +5.5334e-01 +9.9393e-01 +8.3734e-01 +8.6942e-01 +9.6542e-01 +7.8515e-01 +7.9807e-01 +5.3656e-01 +5.2691e-01 +2.3179e-02 +1.2882e-01 +9.0012e-01
72 +1.245096702e+04 +1.245096702e+04 +1.190446702e+04 +1.190446702e+04 +6.1717e-01 +8.6161e-04 +6.2760e-01 +1.7020e-01 +3.5690e-01 +5.6368e-01 +5.2691e-01 +8.5645e-01 +2.1087e-01 +7.1004e-01 +3.3545e-01 +1.4416e-01 +7.1029e-01 +1.9537e-01 +7.3608e-01 +4.8992e-01 +9.3065e-01 +4.1939e-02 +2.4412e-01 +8.4671e-01
4723 +1.103891641e+04 +1.103891641e+04 +1.049241641e+04 +1.049241641e+04 +5.5407e-01 +7.9170e-01 +1.3175e-01 +1.2753e-02 +2.1240e-01 +8.7456e-01 +4.1059e-01 +5.5674e-01 +9.2674e-01 +5.0104e-01 +9.9409e-01 +9.7602e-01 +6.2744e-01 +3.5868e-01 +9.8309e-01 +1.6704e-01 +8.2546e-01 +1.5608e-01 +7.2920e-02 +8.1528e-01
5746 +1.083618776e+04 +1.083618776e+04 +1.028968776e+04 +1.028968776e+04 +9.7106e-02 +5.7847e-01 +7.0184e-01 +7.7565e-01 +2.1917e-01 +6.6857e-02 +3.8738e-02 +2.6247e-01 +6.6078e-01 +4.6266e-01 +9.7409e-01 +9.7602e-01 +6.2744e-01 +3.5868e-01 +9.8309e-01 +1.6704e-01 +8.2546e-01 +1.5608e-01 +7.2920e-02 +8.1528e-01
7212 +1.069186967e+04 +1.069186967e+04 +1.014536967e+04 +1.014536967e+04 +3.8157e-01 +5.6871e-01 +4.6072e-01 +8.0643e-01 +6.2276e-01 +6.1735e-01 +5.5307e-01 +7.5868e-01 +1.5531e-02 +6.0930e-01 +6.9285e-01 +1.3739e-01 +6.2744e-01 +3.5868e-01 +9.8309e-01 +1.6704e-01 +8.2546e-01 +1.5608e-01 +7.2920e-02 +8.1528e-01
13814 +1.044947670e+04 +1.044947670e+04 +9.902976705e+03 +9.902976705e+03 +6.9768e-01 +5.9071e-01 +5.1983e-01 +8.1396e-01 +2.2960e-02 +8.0099e-01 +2.9069e-01 +1.9763e-01 +2.5685e-01 +4.7338e-01 +5.5391e-01 +4.8643e-01 +6.2744e-01 +3.5868e-01 +9.8309e-01 +1.6704e-01 +9.6283e-01 +1.5608e-01 +7.2920e-02 +8.1528e-01
15027 +1.012085982e+04 +1.012085982e+04 +9.574359817e+03 +9.574359817e+03 +4.1066e-03 +9.2197e-01 +9.5263e-01 +4.8431e-01 +9.9493e-01 +6.4481e-01 +1.7723e-01 +9.2752e-01 +6.1710e-01 +2.9867e-01 +2.1178e-01 +9.3990e-01 +8.1109e-01 +2.1872e-01 +8.6909e-01 +1.6704e-01 +9.6283e-01 +1.5608e-01 +7.2920e-02 +8.1528e-01
