% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.100943907e+07 +1.100943907e+07 +1.100922919e+07 +1.100922919e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +9.303500039e+06 +9.303500039e+06 +9.303290159e+06 +9.303290159e+06 +9.7688e-01 +6.7132e-01 +2.3211e-01 +3.9085e-01 +2.7981e-01 +7.9299e-01 +7.8727e-01 +3.2699e-01 +7.6245e-01 +9.0788e-01 +1.6231e-02 +6.5600e-01 +2.3294e-01 +9.4025e-01 +7.9566e-01 +7.8605e-02 +3.8790e-01 +2.9617e-01 +9.8660e-02 +6.4638e-01
4 +8.553484863e+06 +8.553484863e+06 +8.553274983e+06 +8.553274983e+06 +9.5156e-01 +4.8027e-01 +5.7686e-01 +3.4212e-01 +1.7477e-01 +1.5510e-01 +5.5466e-01 +1.8646e-01 +1.2724e-01 +3.8879e-01 +1.5440e-01 +8.0381e-01 +6.0084e-01 +1.1268e-01 +8.1873e-01 +6.3964e-02 +9.3879e-01 +6.0046e-01 +1.2089e-01 +9.1720e-01
20 +8.188076085e+06 +8.188076085e+06 +8.187866205e+06 +8.187866205e+06 +1.7184e-01 +8.3585e-02 +9.1425e-01 +1.4495e-01 +1.8306e-01 +5.2215e-03 +8.4799e-01 +8.0149e-01 +5.3158e-01 +6.4775e-01 +6.2798e-01 +6.0853e-01 +7.8783e-01 +6.3576e-01 +9.6234e-01 +2.6618e-01 +8.6659e-02 +3.7160e-01 +1.4837e-01 +9.4237e-01
81 +8.009286703e+06 +8.009286703e+06 +8.009076823e+06 +8.009076823e+06 +7.9893e-01 +9.5193e-01 +8.1753e-01 +2.2765e-01 +1.9462e-02 +6.1439e-01 +9.4411e-01 +8.1711e-02 +4.0882e-01 +2.2831e-01 +1.9973e-01 +1.9016e-01 +8.1996e-02 +5.6531e-02 +2.5995e-01 +8.7889e-01 +1.2159e-01 +7.0568e-01 +1.8424e-01 +9.7946e-01
1626 +7.806522926e+06 +7.806522926e+06 +7.806313046e+06 +7.806313046e+06 +9.2384e-01 +6.3377e-01 +2.1672e-01 +6.5293e-01 +6.8337e-01 +8.5930e-01 +5.1192e-01 +4.2665e-02 +9.0858e-01 +6.4240e-02 +1.3541e-01 +9.5556e-01 +4.3743e-01 +2.4809e-01 +4.0182e-01 +5.6646e-01 +2.4359e-01 +8.3489e-01 +5.3573e-02 +8.9550e-01
1767 +7.709266560e+06 +7.709266560e+06 +7.709056680e+06 +7.709056680e+06 +3.7639e-01 +5.2440e-01 +5.0820e-01 +8.3497e-01 +9.6206e-01 +6.2218e-01 +6.2697e-01 +9.1881e-01 +4.9758e-01 +3.6736e-01 +7.2514e-01 +9.3576e-01 +1.1838e-01 +2.5801e-01 +3.3401e-02 +2.0281e-02 +6.2610e-01 +8.7698e-01 +6.9867e-02 +9.4576e-01
4502 +7.331475127e+06 +7.331475127e+06 +7.331265247e+06 +7.331265247e+06 +1.5128e-02 +2.3032e-01 +8.1639e-01 +5.3541e-01 +1.7102e-01 +1.0785e-01 +7.2415e-01 +3.3982e-01 +9.9176e-01 +3.8946e-02 +3.4281e-01 +8.9738e-01 +5.9092e-01 +5.5448e-01 +7.6054e-02 +5.1909e-02 +9.0564e-03 +8.5782e-01 +1.3991e-01 +9.7719e-01
15289 +7.170403209e+06 +7.170403209e+06 +7.170193329e+06 +7.170193329e+06 +8.7338e-01 +8.7266e-02 +7.8176e-01 +9.5212e-01 +9.1680e-01 +7.0969e-01 +8.4358e-02 +1.7827e-01 +1.2654e-01 +5.6690e-01 +4.3585e-01 +9.1994e-01 +8.7615e-01 +5.5448e-01 +7.6054e-02 +5.1909e-02 +9.0564e-03 +8.5782e-01 +3.0347e-02 +9.4296e-01
56112 +7.060672380e+06 +7.060672380e+06 +7.060462500e+06 +7.060462500e+06 +6.6330e-01 +3.0599e-02 +1.0671e-01 +5.4827e-01 +1.7269e-01 +6.3289e-02 +7.7768e-01 +4.7593e-01 +9.9176e-01 +9.6621e-01 +5.5423e-01 +8.3249e-01 +9.0601e-01 +3.2291e-01 +1.2743e-01 +6.1059e-02 +2.3337e-02 +9.0185e-01 +4.8599e-02 +9.8827e-01
