% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +3.900661284e+02 +3.900661284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.960433557e+02 +3.960433557e+02 +3.868333557e+02 +3.868333557e+02 +7.9146e-01 +5.6622e-01 +3.9305e-01 +8.3475e-01 +3.1929e-01 +9.9694e-01 +3.6324e-01 +1.6385e-01 +3.4968e-01 +2.9742e-01 +7.9133e-01 +9.3520e-01 +9.3961e-03 +3.2666e-01 +3.9155e-01 +5.7153e-01 +7.7510e-01 +2.2786e-01 +8.3076e-01 +8.0460e-01
4 +3.860534986e+02 +3.860534986e+02 +3.768434986e+02 +3.768434986e+02 +2.9648e-01 +1.7591e-01 +7.5759e-01 +7.2809e-01 +8.0187e-01 +2.6584e-01 +7.0167e-01 +1.8951e-01 +1.8952e-01 +4.3826e-01 +6.7368e-01 +7.4479e-01 +6.7762e-01 +9.0568e-01 +5.7307e-01 +4.4400e-01 +2.9041e-01 +9.7704e-01 +2.0828e-01 +6.2695e-01
15 +3.750713782e+02 +3.750713782e+02 +3.658613782e+02 +3.658613782e+02 +7.7732e-01 +8.3108e-01 +8.3965e-01 +9.2466e-01 +1.0628e-01 +9.4589e-01 +2.7925e-02 +3.2524e-01 +9.4511e-01 +3.7990e-01 +6.8162e-01 +4.8788e-01 +9.8135e-01 +9.6739e-01 +3.3082e-01 +4.0739e-02 +7.9544e-01 +4.4511e-01 +5.7693e-01 +9.7567e-01
6551 +3.714087189e+02 +3.714087189e+02 +3.621987189e+02 +3.621987189e+02 +8.7858e-01 +3.3856e-01 +6.3676e-01 +2.9280e-01 +2.6846e-01 +1.0144e-01 +4.9699e-01 +5.8119e-01 +5.0153e-01 +2.7527e-01 +8.0694e-02 +2.9347e-01 +8.1935e-01 +5.6794e-01 +3.3841e-01 +2.4936e-01 +8.4915e-01 +9.2275e-01 +5.9822e-02 +8.6339e-01
48607 +3.628806788e+02 +3.628806788e+02 +3.536706788e+02 +3.536706788e+02 +3.4970e-01 +5.2004e-01 +8.3860e-01 +1.3178e-01 +6.2579e-01 +9.4219e-01 +9.3470e-01 +8.4589e-01 +7.4592e-01 +2.0451e-01 +5.3945e-01 +1.5052e-01 +9.9882e-01 +9.2586e-01 +1.8312e-01 +6.7348e-02 +9.3507e-01 +9.3688e-01 +2.4477e-02 +9.6321e-01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +1.055266128e+03 +1.055266128e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.945225235e+02 +3.945225235e+02 +1.050512524e+03 +1.050512524e+03 +2.0341e-01 +1.0879e-01 +2.8642e-01 +2.0074e-01 +6.0569e-01 +7.5455e-01 +1.4317e-01 +8.8295e-01 +8.2397e-02 +3.2746e-01 +5.8332e-02 +6.8456e-02 +2.1905e-01 +7.0698e-01 +9.7295e-01 +1.7938e-01 +8.5652e-01 +5.1792e-01 +6.9589e-01 +6.0064e-01
3 +3.879567039e+02 +3.879567039e+02 +1.043946704e+03 +1.043946704e+03 +6.5124e-01 +1.8918e-01 +3.8425e-01 +7.3915e-01 +8.4814e-01 +2.7691e-01 +9.0181e-02 +5.9805e-02 +2.9547e-01 +3.6041e-01 +2.9203e-01 +2.2172e-01 +5.5331e-01 +7.0740e-01 +3.7659e-01 +1.4818e-01 +2.5241e-01 +7.0306e-01 +8.8362e-01 +9.7968e-01
16 +3.788769392e+02 +3.788769392e+02 +1.034866939e+03 +1.034866939e+03 +5.7399e-01 +7.6256e-01 +2.3155e-01 +3.7869e-01 +4.1873e-01 +3.3775e-01 +4.4588e-01 +7.4884e-01 +4.2882e-01 +2.1594e-01 +8.0977e-01 +8.7662e-01 +6.1076e-01 +4.2312e-02 +7.0395e-01 +6.6208e-01 +5.8758e-01 +8.0640e-01 +7.7901e-01 +9.8207e-01
8220 +3.709948196e+02 +3.709948196e+02 +1.026984820e+03 +1.026984820e+03 +8.5607e-01 +2.8972e-01 +4.1373e-01 +9.6852e-01 +2.1444e-01 +4.3703e-01 +3.8287e-01 +9.7669e-01 +8.8539e-01 +7.9200e-01 +8.0328e-01 +9.0178e-01 +6.8590e-01 +7.1454e-02 +9.8245e-01 +7.5237e-01 +3.4003e-01 +3.5545e-01 +9.9976e-01 +8.8314e-01
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +4.659861284e+02 +4.659861284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
70 +3.966118029e+02 +3.966118029e+02 +4.633218029e+02 +4.633218029e+02 +6.6254e-01 +6.6020e-02 +1.7971e-01 +9.7255e-01 +3.8126e-01 +8.6902e-01 +8.3155e-01 +5.3211e-01 +7.7598e-01 +2.8856e-01 +7.1209e-01 +3.2077e-01 +7.6050e-01 +3.3371e-01 +9.8361e-01 +7.9435e-01 +5.5430e-03 +1.3412e-01 +3.2034e-01 +4.5550e-01
