% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.396983841e+02 +6.396983841e+02 +1.776083841e+02 +1.776083841e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +5.799925500e+02 +5.799925500e+02 +1.179025500e+02 +1.179025500e+02 +3.0233e-01 +3.3987e-01 +6.1085e-01 +7.9586e-01 +4.9040e-01 +3.3627e-01 +8.2021e-01 +8.3133e-02 +1.9283e-01 +9.2823e-01 +5.9223e-02 +2.9701e-01 +1.9808e-01 +3.0396e-01 +1.6382e-01 +4.6176e-01 +4.5509e-01 +8.7121e-01 +7.6826e-01 +2.0265e-01
174 +5.364861589e+02 +5.364861589e+02 +7.439615891e+01 +7.439615891e+01 +6.4139e-01 +8.1956e-01 +4.8604e-01 +7.3750e-01 +5.5955e-01 +6.4545e-01 +4.9890e-01 +6.2541e-01 +4.2813e-01 +9.3155e-02 +6.3182e-01 +8.4839e-01 +9.5957e-02 +7.2139e-01 +1.9284e-01 +4.4679e-01 +1.9570e-01 +8.3976e-01 +4.2569e-01 +9.6811e-01
695 +5.221542890e+02 +5.221542890e+02 +6.006428897e+01 +6.006428897e+01 +9.0520e-01 +4.5256e-01 +4.1915e-01 +7.8635e-01 +5.1178e-01 +8.1885e-01 +3.5226e-01 +9.3999e-01 +8.1114e-01 +6.3096e-01 +7.3394e-01 +5.1366e-02 +9.9012e-02 +5.7590e-02 +7.2176e-01 +4.5899e-01 +6.3137e-02 +6.9594e-01 +8.6020e-01 +8.4720e-01
1781 +5.094923343e+02 +5.094923343e+02 +4.740233426e+01 +4.740233426e+01 +1.6272e-01 +4.5256e-01 +4.1915e-01 +7.8635e-01 +5.1178e-01 +8.1885e-01 +3.5226e-01 +9.3999e-01 +8.1114e-01 +6.3096e-01 +7.3394e-01 +5.1366e-02 +9.9012e-02 +5.7590e-02 +7.2176e-01 +4.5899e-01 +6.3137e-02 +6.9594e-01 +8.6020e-01 +8.4720e-01
35368 +4.988760008e+02 +4.988760008e+02 +3.678600078e+01 +3.678600078e+01 +5.9200e-01 +6.8473e-01 +5.5581e-01 +6.3258e-01 +7.6497e-01 +8.6052e-01 +6.7534e-01 +3.5144e-01 +8.1114e-01 +6.3096e-01 +7.3394e-01 +5.1366e-02 +9.9012e-02 +5.7590e-02 +7.2176e-01 +4.5899e-01 +1.4137e-02 +6.9594e-01 +8.6020e-01 +8.4720e-01
46399 +4.810982487e+02 +4.810982487e+02 +1.900824874e+01 +1.900824874e+01 +7.7959e-01 +6.5294e-01 +5.5581e-01 +6.3258e-01 +7.6497e-01 +8.6052e-01 +6.1930e-01 +8.2309e-01 +1.2252e-01 +6.3096e-01 +3.8222e-02 +5.1366e-02 +9.9012e-02 +5.7590e-02 +7.2176e-01 +4.5899e-01 +1.4137e-02 +6.9594e-01 +8.6020e-01 +8.4720e-01
51553 +4.741077777e+02 +4.741077777e+02 +1.201777772e+01 +1.201777772e+01 +6.3240e-01 +6.5294e-01 +5.5581e-01 +6.3258e-01 +7.6497e-01 +8.6052e-01 +6.1930e-01 +8.2309e-01 +1.2252e-01 +6.3096e-01 +3.8222e-02 +5.1366e-02 +9.9012e-02 +5.7590e-02 +7.2176e-01 +4.5899e-01 +1.4137e-02 +6.9594e-01 +8.6020e-01 +8.4720e-01
58142 +4.504316354e+02 +4.504316354e+02 -1.165836460e+01 -1.165836460e+01 +6.3240e-01 +6.5294e-01 +5.5581e-01 +6.3258e-01 +7.6497e-01 +8.6052e-01 +6.1930e-01 +8.2309e-01 +1.2252e-01 +6.3096e-01 +3.8222e-02 +5.1366e-02 +9.9012e-02 +5.7590e-02 +9.0169e-01 +1.4458e-02 +4.5556e-01 +7.0406e-01 +8.4263e-01 +8.6097e-01
73392 +4.430393604e+02 +4.430393604e+02 -1.905063963e+01 -1.905063963e+01 +4.2221e-01 +5.5263e-01 +5.1864e-01 +6.3258e-01 +7.6497e-01 +8.6052e-01 +6.1930e-01 +8.2309e-01 +1.2252e-01 +6.3096e-01 +3.8222e-02 +5.1366e-02 +9.9012e-02 +5.7590e-02 +9.0169e-01 +1.4458e-02 +4.5556e-01 +7.0406e-01 +8.4263e-01 +8.6097e-01
