"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration","Predicted Performance (if available)",
"0.0"," 1.7976931348623157E308","0.0","1","0.0", " crossover='0.9', inds='500', mutation='0.1', n_generations='100'","NaN"
<<<<<<< HEAD
=======
"0.5226328809999999"," 800.0","470.541","1","0.4229205279999999", " crossover='0.9', inds='500', mutation='0.1', n_generations='100'","NaN"
>>>>>>> 2753753cc5b728dc01c0bd9c55dbff9cf909c239
