% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (4.560000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.357643370e+02 +1.357643370e+02 +1.403243370e+02 +1.403243370e+02 +2.9711e+00 -3.9599e+00 -4.7865e+00
2 +2.318318228e+01 +2.318318228e+01 +2.774318228e+01 +2.774318228e+01 +4.9832e+00 -2.2090e+00 +3.8758e+00
30 +6.392211436e+00 +6.392211436e+00 +1.095221144e+01 +1.095221144e+01 +1.0447e+00 +1.9337e+00 -8.8904e-01
35 +4.061014820e+00 +4.061014820e+00 +8.621014820e+00 +8.621014820e+00 +1.6170e-01 -1.4144e+00 +2.3053e-01
52 +2.130419648e+00 +2.130419648e+00 +6.690419648e+00 +6.690419648e+00 -2.7610e-01 +4.8595e-01 +4.0026e-01
62 +4.223217960e-01 +4.223217960e-01 +4.982321796e+00 +4.982321796e+00 -8.8642e-02 +7.2728e-02 +5.5091e-01
149 +7.336104387e-02 +7.336104387e-02 +4.633361044e+00 +4.633361044e+00 -9.0687e-02 +7.5645e-02 +5.5265e-01
187 +5.548128991e-02 +5.548128991e-02 +4.615481290e+00 +4.615481290e+00 -8.9406e-02 +7.6112e-02 +5.5290e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.165764942e+01 +3.165764942e+01 +1.031657649e+03 +1.031657649e+03 +4.6389e+00 -2.8117e+00 -1.3056e+00
8 +1.216806644e+01 +1.216806644e+01 +1.012168066e+03 +1.012168066e+03 +1.8849e+00 -2.7283e+00 -1.6195e+00
10 +8.948970817e+00 +8.948970817e+00 +1.008948971e+03 +1.008948971e+03 +1.9853e+00 -1.3635e+00 -1.9831e+00
54 +6.181027063e+00 +6.181027063e+00 +1.006181027e+03 +1.006181027e+03 +1.4987e+00 -1.3672e+00 -3.5896e-01
62 +3.465070400e+00 +3.465070400e+00 +1.003465070e+03 +1.003465070e+03 +1.9106e+00 -1.6473e+00 -3.8529e-01
73 +1.421607640e+00 +1.421607640e+00 +1.001421608e+03 +1.001421608e+03 +1.4644e+00 -1.9551e+00 -2.3673e-01
% function evaluation | noise-free fitness - Fopt (1.577000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.964106418e+01 +2.964106418e+01 +4.541106418e+01 +4.541106418e+01 -3.9162e+00 +2.2027e-01 -4.3574e+00
2 +4.401100579e+00 +4.401100579e+00 +2.017110058e+01 +2.017110058e+01 -8.8197e+00 +6.7583e+00 -9.1654e-01
67 +3.815620267e+00 +3.815620267e+00 +1.958562027e+01 +1.958562027e+01 -7.8528e+00 +5.9986e+00 -3.9511e-01
74 +2.458527312e+00 +2.458527312e+00 +1.822852731e+01 +1.822852731e+01 -7.8557e+00 +5.3585e+00 -2.8095e-01
186 +1.580472128e+00 +1.580472128e+00 +1.735047213e+01 +1.735047213e+01 -8.0188e+00 +5.4404e+00 -3.0741e-01
% function evaluation | noise-free fitness - Fopt (-1.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.451678486e+01 +5.451678486e+01 -1.152332151e+02 -1.152332151e+02 +3.6051e+00 +1.9125e+00 -4.9490e+00
5 +9.671129083e+00 +9.671129083e+00 -1.600788709e+02 -1.600788709e+02 +3.8518e+00 -1.7139e+00 -5.2349e+00
21 +5.744728117e+00 +5.744728117e+00 -1.640052719e+02 -1.640052719e+02 +3.3450e-01 -4.0934e-01 +4.9034e-01
32 +3.498780671e+00 +3.498780671e+00 -1.662512193e+02 -1.662512193e+02 +1.2677e+00 +2.3419e-01 -1.3168e-01
40 +2.505963245e+00 +2.505963245e+00 -1.672440368e+02 -1.672440368e+02 +2.1254e+00 +7.9219e-01 -1.8749e+00
111 +1.097166605e+00 +1.097166605e+00 -1.686528334e+02 -1.686528334e+02 +6.3076e-01 -2.8832e+00 -8.2866e-02
141 +9.291488181e-01 +9.291488181e-01 -1.688208512e+02 -1.688208512e+02 +6.2674e-01 -2.8846e+00 -8.0850e-02
% function evaluation | noise-free fitness - Fopt (-4.190000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.304213181e+00 +9.304213181e+00 +5.114213181e+00 +5.114213181e+00 -1.7951e+00 -2.4314e+00 -5.1745e-01
18 +3.697463761e+00 +3.697463761e+00 -4.925362390e-01 -4.925362390e-01 +1.9749e+00 +6.5715e-01 +6.3456e-02
41 +2.132119421e+00 +2.132119421e+00 -2.057880579e+00 -2.057880579e+00 +1.9855e+00 +4.1406e-01 +8.5904e-02
71 +1.210599268e+00 +1.210599268e+00 -2.979400732e+00 -2.979400732e+00 +1.4240e+00 +3.8740e-01 -1.0554e-01
