% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.960016909e+06 +4.960016909e+06 +4.959961969e+06 +4.959961969e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
606 +4.842546131e+06 +4.842546131e+06 +4.842491191e+06 +4.842491191e+06 +2.7033e-01 +7.9520e-01 +1.3828e-01 +1.7356e-01 +8.1247e-01 +6.0178e-01 +5.8880e-01 +1.1997e-01 +1.5929e-01 +7.8197e-01 +1.4221e-01 +8.9776e-01 +6.1307e-01 +9.6523e-02 +8.4472e-01 +2.6467e-01 +8.2327e-01 +7.2605e-01 +3.5978e-02 +5.5191e-01
1689 +4.726135290e+06 +4.726135290e+06 +4.726080350e+06 +4.726080350e+06 +1.0602e-01 +1.4772e-01 +5.3273e-03 +4.4380e-01 +4.6714e-01 +9.3168e-01 +6.9879e-02 +4.2000e-01 +1.2404e-02 +1.6393e-01 +5.3858e-01 +4.0681e-01 +2.7880e-01 +2.1988e-01 +2.3216e-01 +7.3380e-01 +2.4928e-01 +8.4144e-01 +4.2524e-01 +3.7970e-01
4408 +4.638113796e+06 +4.638113796e+06 +4.638058856e+06 +4.638058856e+06 +1.8923e-01 +9.3683e-01 +5.7350e-02 +1.7356e-01 +8.1247e-01 +6.0178e-01 +5.8880e-01 +1.1997e-01 +4.9390e-02 +3.7293e-01 +1.1935e-01 +2.9287e-02 +9.5479e-01 +6.9139e-02 +6.7249e-01 +9.4825e-01 +8.6016e-01 +9.0690e-01 +7.8369e-01 +5.1900e-01
4641 +4.483314634e+06 +4.483314634e+06 +4.483259694e+06 +4.483259694e+06 +9.9116e-03 +8.0858e-02 +3.9319e-01 +5.9864e-01 +8.7313e-01 +1.6523e-01 +9.7598e-01 +1.4021e-01 +7.8568e-02 +7.6771e-01 +1.1030e-01 +3.5153e-01 +8.7385e-01 +2.7190e-01 +2.8138e-01 +2.8823e-02 +4.3198e-01 +8.9962e-01 +2.2982e-01 +9.0907e-01
6420 +3.691271067e+06 +3.691271067e+06 +3.691216127e+06 +3.691216127e+06 +9.9116e-03 +8.0858e-02 +3.9319e-01 +5.9864e-01 +8.7313e-01 +1.6523e-01 +9.7598e-01 +1.4021e-01 +7.8568e-02 +7.6771e-01 +1.1030e-01 +3.5153e-01 +8.7385e-01 +2.7190e-01 +2.8138e-01 +2.8823e-02 +4.3198e-01 +8.9962e-01 +2.2982e-01 +8.4711e-02
18806 +3.388491930e+06 +3.388491930e+06 +3.388436990e+06 +3.388436990e+06 +2.1185e-02 +9.2674e-02 +8.4101e-02 +4.8068e-01 +7.6314e-01 +8.9399e-01 +2.2673e-01 +1.4021e-01 +7.8568e-02 +7.6771e-01 +1.1030e-01 +3.5153e-01 +8.7385e-01 +2.7190e-01 +2.8138e-01 +2.8823e-02 +4.3198e-01 +8.9962e-01 +2.2982e-01 +8.4711e-02
39908 +3.330848701e+06 +3.330848701e+06 +3.330793761e+06 +3.330793761e+06 +2.1185e-02 +9.2674e-02 +9.0766e-02 +3.7704e-01 +6.5472e-01 +9.3557e-01 +7.7709e-01 +4.8699e-01 +4.8941e-02 +8.6039e-01 +1.4948e-02 +6.7113e-01 +9.6734e-01 +8.1137e-02 +5.9535e-01 +2.3803e-01 +6.0932e-01 +8.4144e-01 +4.2524e-01 +1.5824e-01
42553 +3.231287511e+06 +3.231287511e+06 +3.231232571e+06 +3.231232571e+06 +2.8196e-01 +7.1965e-03 +1.5031e-01 +1.5293e-01 +8.0152e-01 +8.9399e-01 +2.2673e-01 +1.4021e-01 +7.8568e-02 +7.6771e-01 +1.1030e-01 +3.5153e-01 +8.7385e-01 +2.7190e-01 +2.8138e-01 +2.8823e-02 +4.3198e-01 +8.9962e-01 +2.2982e-01 +8.4711e-02
56315 +3.142063109e+06 +3.142063109e+06 +3.142008169e+06 +3.142008169e+06 +2.8196e-01 +7.1965e-03 +1.5031e-01 +1.5293e-01 +8.0152e-01 +8.9399e-01 +2.2673e-01 +1.4021e-01 +7.8568e-02 +7.6771e-01 +1.1030e-01 +3.5153e-01 +8.7385e-01 +2.7190e-01 +2.8138e-01 +2.8823e-02 +4.3198e-01 +8.9962e-01 +9.3133e-02 +6.3758e-02
65899 +2.948124517e+06 +2.948124517e+06 +2.948069577e+06 +2.948069577e+06 +9.0127e-03 +7.1965e-03 +1.5031e-01 +1.5293e-01 +8.0152e-01 +8.9399e-01 +2.2673e-01 +1.4021e-01 +7.8568e-02 +7.6771e-01 +1.1030e-01 +3.5153e-01 +8.7385e-01 +2.7190e-01 +2.8138e-01 +2.8823e-02 +4.3198e-01 +8.9962e-01 +9.3133e-02 +6.3758e-02
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
