% function evaluation | noise-free fitness - Fopt (4.346569452969e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
<<<<<<< HEAD
1 +5.315954368e+03 +5.315954368e+03 +9.662523821e+03 +9.662523821e+03
5 +3.189266955e+03 +3.189266955e+03 +7.535836408e+03 +7.535836408e+03
7 +2.289009556e+03 +2.289009556e+03 +6.635579009e+03 +6.635579009e+03
12 +8.548440186e+02 +8.548440186e+02 +5.201413472e+03 +5.201413472e+03
327 +4.806620805e+02 +4.806620805e+02 +4.827231533e+03 +4.827231533e+03
2091 +3.905793872e+02 +3.905793872e+02 +4.737148840e+03 +4.737148840e+03
=======
1 +4.541942261e+03 +4.541942261e+03 +8.888511714e+03 +8.888511714e+03
3 +3.354625892e+03 +3.354625892e+03 +7.701195345e+03 +7.701195345e+03
8 +2.369094271e+03 +2.369094271e+03 +6.715663724e+03 +6.715663724e+03
25 +1.376728707e+03 +1.376728707e+03 +5.723298159e+03 +5.723298159e+03
1078 +9.114672648e+02 +9.114672648e+02 +5.258036718e+03 +5.258036718e+03
1987 +5.877415863e+02 +5.877415863e+02 +4.934311039e+03 +4.934311039e+03
5391 +8.136785355e+01 +8.136785355e+01 +4.427937307e+03 +4.427937307e+03
>>>>>>> 7f0f20305f21291e7e5c02ecb3427e8a00f23a34
