"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.0, 1.7976931348623157E308, 0.0, 1, 0.0,  tournsize='3'
0.8173844949999999, 3187.786565, 146.012, 1, 0.7180287969999999,  tournsize='3'
1.5907443379999995, 3104.6625135, 289.445, 1, 1.39099522,  tournsize='3'
2.4875152469999997, 3080.604205, 580.448, 1, 2.087940765,  tournsize='3'
4.158800604, 3083.17025525, 1159.34, 1, 3.3589869819999993,  tournsize='3'
4.994147065, 3088.9865206, 1453.08, 1, 3.9945556509999998,  tournsize='3'
5.834806752, 3082.856341333333, 1748.598, 1, 4.635155588999999,  tournsize='3'
6.849517841000001, 3085.946364142857, 2042.191, 1, 5.449844935,  tournsize='3'
7.670605159000001, 3084.275942375, 2330.479, 1, 6.070775910999999,  tournsize='3'
8.505884638, 3081.6735767777777, 2630.72, 1, 6.706056395999999,  tournsize='3'
9.322777172, 3073.5156705, 2919.731, 1, 7.323157433999999,  tournsize='3'
10.13841841, 3070.937778727273, 3210.049, 1, 7.938880193000001,  tournsize='3'
11.024445139000001, 3073.1938388333333, 3505.3, 1, 8.624635775999998,  tournsize='3'
11.841571922000002, 3068.1125836923075, 3801.106, 1, 9.241829567,  tournsize='3'
12.659548655, 3066.5228399285716, 4094.404, 1, 9.859859885999999,  tournsize='3'
13.480357849, 3066.4068138, 4387.785, 1, 10.480755903999999,  tournsize='3'
14.292351173000002, 3080.37548375, 4678.946, 1, 11.092731137,  tournsize='3'
15.145792053000001, 3080.5147490588233, 4972.705, 1, 11.746046019,  tournsize='3'
15.968198011000002, 3075.4006983333334, 5267.495, 1, 12.368371821999999,  tournsize='3'
16.766977785, 3076.9246694736844, 5558.455, 1, 12.967404244999999,  tournsize='3'
17.560961986000002, 3081.1905079, 5848.146, 1, 13.561212516,  tournsize='3'
18.354328979, 3080.0909902380954, 6142.239, 1, 14.154536145,  tournsize='3'
19.150310070000003, 3078.704032, 6433.919, 1, 14.750658826,  tournsize='3'
20.0234719, 3079.5065749565215, 6727.75, 1, 15.423639906,  tournsize='3'
20.814690950999996, 3084.257713125, 7019.334, 1, 16.015044447,  tournsize='3'
21.607568362000002, 3084.92350196, 7311.393, 1, 16.607921268000002,  tournsize='3'
22.404399092, 3085.1091236923075, 7601.982, 1, 17.204843541000002,  tournsize='3'
23.201995023000002, 3083.9613295555555, 7895.205, 1, 17.802261643000005,  tournsize='3'
23.988331419999994, 3083.2458243928572, 8185.68, 1, 18.388793156000002,  tournsize='3'
24.842076907999996, 3083.367257689655, 8475.255, 1, 19.042425325000004,  tournsize='3'
25.633461302, 3086.677741533333, 8766.342, 1, 19.633780531000003,  tournsize='3'
26.428089141999997, 3088.8283447419353, 9062.992, 1, 20.228272276,  tournsize='3'
27.22663808099999, 3092.49429375, 9357.342, 1, 20.827055123,  tournsize='3'
28.016470239999997, 3093.697428121212, 9648.736, 1, 21.416660608,  tournsize='3'
28.814881011999994, 3094.3114016764707, 9941.073, 1, 22.015298979,  tournsize='3'
29.646663610999994, 3094.1680029999998, 10232.789, 1, 22.647032361,  tournsize='3'
30.44142825299999, 3094.094175638889, 10525.287, 1, 23.241785279000002,  tournsize='3'
31.22500825299999, 3094.641845837838, 10818.265, 1, 23.825451331,  tournsize='3'
