% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.959020750e+03 +2.959020750e+03 +3.051960750e+03 +3.051960750e+03 -2.2082e+00 -6.3188e-01 +4.5878e+00 +2.8000e-01 +1.9031e+00 +2.8594e+00 +1.3130e-01 -1.6459e+00 -4.4969e+00 +2.4568e+00 +3.9594e+00 -3.7854e+00 +2.8840e+00 -3.9038e+00 +2.7499e-01 +1.4842e+00 -8.3694e-01 -4.5358e+00 +3.0514e+00 +3.0235e+00
19 +2.404636788e+03 +2.404636788e+03 +2.497576788e+03 +2.497576788e+03 +5.7378e-01 -7.0495e-01 +3.6307e+00 +6.7378e+00 +3.1330e+00 +2.9349e+00 +4.6286e+00 -1.6586e+00 -8.5831e+00 +9.0117e+00 -4.4469e+00 -9.8538e+00 +5.0995e+00 -1.6517e+00 +8.9213e-01 +9.5931e+00 +1.6799e+00 -4.4454e+00 +5.3736e+00 +8.7514e+00
112 +1.472984448e+03 +1.472984448e+03 +1.565924448e+03 +1.565924448e+03 -8.3455e-01 -2.0888e+00 +1.3448e+00 +7.8621e+00 +2.5144e+00 +3.7596e+00 +5.6534e+00 -3.1102e+00 -3.3778e+00 +3.3203e+00 +1.6209e-01 -1.2896e+01 +1.0312e+01 +2.3860e+00 -1.6958e+00 +1.1760e+01 -4.2906e-01 +2.2602e+00 -4.3136e+00 +1.0763e+01
120 +8.996876712e+02 +8.996876712e+02 +9.926276712e+02 +9.926276712e+02 -2.3366e+00 +2.1253e-01 +2.0408e+00 +7.2088e+00 +5.1630e+00 +1.2942e+00 +4.7194e+00 -2.4036e+00 -7.8005e-01 +2.9621e+00 +1.1448e+00 -1.5896e+01 +7.5462e+00 +2.5213e+00 -2.3013e+00 +7.5174e+00 -4.5400e+00 +3.3253e+00 -4.9128e+00 +8.3408e+00
171 +5.776503676e+02 +5.776503676e+02 +6.705903676e+02 +6.705903676e+02 -1.4884e+00 +2.7355e+00 +8.4816e-01 +7.7370e+00 +4.4579e+00 +3.0523e+00 +8.4047e+00 -3.1774e+00 -3.3467e+00 +5.7878e+00 +1.1608e+00 -1.3177e+01 +4.1555e+00 +3.7078e+00 +1.7906e-02 +4.9552e+00 -3.3807e-01 -3.3564e+00 -5.8229e-01 +3.0209e+00
225 +3.913154020e+02 +3.913154020e+02 +4.842554020e+02 +4.842554020e+02 -1.6602e+00 +1.6770e+00 +1.2599e+00 +5.1170e+00 +6.9718e+00 +6.4748e+00 +8.3224e+00 -2.7808e+00 -5.6492e+00 +5.4796e+00 +8.9291e-01 -7.6794e+00 +1.7374e+00 +4.9011e+00 -1.8540e+00 +1.6413e+00 +4.1321e+00 -3.5281e+00 +1.0390e+00 +6.6071e-01
349 +2.455198587e+02 +2.455198587e+02 +3.384598587e+02 +3.384598587e+02 -2.2674e+00 +2.2141e+00 +3.0197e+00 +3.9100e+00 +7.8101e+00 +6.8078e+00 +7.6848e+00 -4.4819e+00 -3.7366e+00 +3.9031e+00 +1.4120e+00 -6.3944e+00 -6.7994e-01 +4.3805e+00 -1.4512e+00 +2.4928e+00 +1.7236e+00 -2.1101e+00 +7.1740e-01 -1.4828e-01
421 +1.389907763e+02 +1.389907763e+02 +2.319307763e+02 +2.319307763e+02 -2.0557e+00 +2.1936e+00 +2.3525e+00 +4.8549e+00 +5.1743e+00 +6.5236e+00 +6.7110e+00 -3.6819e+00 -1.1198e+00 +3.5731e+00 -5.8558e-01 -6.3131e+00 +4.7527e-01 +3.2771e+00 -1.1096e-01 +2.6233e+00 -3.9509e-01 -1.9385e+00 -6.3728e-01 +1.1028e+00
558 +9.865017556e+01 +9.865017556e+01 +1.915901756e+02 +1.915901756e+02 -1.5201e+00 +1.7677e+00 +1.7647e+00 +4.0324e+00 +4.9915e+00 +5.6046e+00 +4.8716e+00 -3.8759e+00 +6.7118e-03 +3.9561e+00 -1.3931e+00 -5.6538e+00 +2.0015e+00 +3.2427e+00 +2.2784e-01 +2.9299e+00 +7.3086e-01 -1.0156e+00 -2.4077e-02 +1.8574e-01
620 +6.214954306e+01 +6.214954306e+01 +1.550895431e+02 +1.550895431e+02 -1.7097e+00 +1.7961e+00 +2.0835e+00 +3.7485e+00 +4.3526e+00 +5.6984e+00 +5.2404e+00 -3.5173e+00 +2.5655e-01 +3.2602e+00 -1.1021e+00 -5.7662e+00 +2.0551e+00 +3.0527e+00 -4.2703e-01 +2.7263e+00 +1.1389e+00 -1.4340e+00 -3.9668e-01 +2.7023e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.237914371e+03 +2.237914371e+03 +2.273264371e+03 +2.273264371e+03 +3.8383e+00 -4.7503e+00 +4.9318e+00 -4.6559e-01 -7.6863e-01 -2.8167e+00 +1.2087e+00 -2.7860e-01 +2.3448e+00 +1.6183e+00 -2.9571e+00 -3.3468e+00 -4.3694e-01 +4.6381e+00 +3.7359e+00 +3.5046e+00 -1.6943e-01 +7.1248e-01 -7.1926e-01 -1.4386e+00
121 +1.579633944e+03 +1.579633944e+03 +1.614983944e+03 +1.614983944e+03 +5.2646e+00 +5.6969e+00 +4.4018e+00 +5.4830e-01 -1.8494e+00 -1.6487e+00 -1.9450e+00 -1.3725e+00 -8.7142e-02 +1.3808e+00 -1.7000e+00 +4.4860e+00 -1.6295e+00 +1.3314e+01 +5.3214e+00 -2.6586e+00 +1.0798e+01 -2.1981e+00 +3.8282e+00 -2.2360e+00
147 +8.666789243e+02 +8.666789243e+02 +9.020289243e+02 +9.020289243e+02 +6.8879e+00 +5.0375e+00 +8.4878e+00 +1.5712e+00 -5.0628e+00 -4.6372e-01 +3.9656e-01 -1.5868e+00 -2.4372e+00 +5.1666e-01 -2.5102e+00 +5.7053e+00 -3.2689e+00 +1.2128e+01 +5.3293e+00 +2.2916e+00 +9.0794e+00 -6.0147e-01 +4.4614e+00 -2.9502e+00
190 +6.020778313e+02 +6.020778313e+02 +6.374278313e+02 +6.374278313e+02 +3.0955e+00 +5.6603e+00 +8.5508e+00 -5.3832e-01 -2.5338e+00 +5.9174e-01 -8.4546e-01 -3.9195e+00 -2.9525e+00 +1.4015e+00 -3.4138e+00 +5.7729e+00 -3.1921e+00 +5.1410e+00 +4.1354e+00 +2.7098e+00 +1.1107e+01 +2.8189e+00 +4.2762e+00 -1.0412e+00
327 +3.839649050e+02 +3.839649050e+02 +4.193149050e+02 +4.193149050e+02 +1.4514e+00 +7.0187e+00 +7.8653e+00 +1.8163e+00 -2.1396e+00 +1.4587e+00 -4.0459e+00 -2.8954e+00 -2.0689e+00 -2.8124e+00 -2.9476e+00 +4.7203e+00 -3.5218e+00 +5.5079e+00 +1.9839e+00 +3.7686e+00 +1.0174e+01 +2.9711e+00 +7.8768e+00 -9.5419e-01
416 +2.490519980e+02 +2.490519980e+02 +2.844019980e+02 +2.844019980e+02 +8.9797e-01 +4.2081e+00 +9.4166e+00 +2.6387e+00 -2.2941e+00 +7.0900e-01 -2.6115e+00 -2.1796e+00 -1.1799e+00 -1.8520e+00 -4.3971e+00 +5.3163e+00 -2.2249e+00 +4.7525e+00 +9.3751e-01 +4.6571e+00 +6.9473e+00 +2.8554e+00 +7.4414e+00 -9.3018e-01
486 +1.514010219e+02 +1.514010219e+02 +1.867510219e+02 +1.867510219e+02 +1.1688e+00 +4.5915e+00 +9.3124e+00 +2.6356e+00 -1.8764e+00 -8.5624e-01 -2.6153e+00 -1.3767e+00 +1.2065e+00 -2.9997e+00 -4.3972e+00 +4.1955e+00 -1.4781e+00 +5.6982e+00 +2.7826e+00 +5.1992e+00 +5.9883e+00 +2.4369e+00 +7.4110e+00 -8.7460e-01
992 +9.675994532e+01 +9.675994532e+01 +1.321099453e+02 +1.321099453e+02 +6.3661e-01 +3.9150e+00 +7.6603e+00 +3.0227e+00 -1.5201e+00 -1.3897e+00 -2.4860e+00 -1.4374e+00 +1.0973e+00 -1.8340e+00 -3.8853e+00 +2.4597e+00 -3.5900e-01 +5.1094e+00 +2.7071e+00 +5.1558e+00 +5.1904e+00 +2.1184e+00 +7.0460e+00 -1.9031e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.091025564e+03 +4.091025564e+03 +4.094845564e+03 +4.094845564e+03 -6.6325e-01 +4.9545e+00 +4.4323e+00 +2.3094e+00 -2.9203e+00 -2.0196e+00 -4.0861e+00 +3.5307e+00 +2.0361e+00 +3.1062e+00 +2.9144e+00 +4.9367e+00 +4.3703e+00 -4.6149e+00 -3.8748e+00 +3.5276e+00 -4.3997e+00 +1.4389e+00 +3.9952e+00 -3.6631e+00
29 +3.558296284e+03 +3.558296284e+03 +3.562116284e+03 +3.562116284e+03 +4.4282e+00 -3.6138e+00 +7.3759e-01 +4.7875e+00 -1.4361e+00 -3.8050e+00 -1.2713e+00 -4.2422e+00 -5.3763e+00 +8.6468e+00 +8.3014e+00 +3.0989e-01 +2.8682e+00 +2.8257e+00 -4.9854e+00 +8.5182e+00 -1.0089e+01 -5.1177e+00 +1.6453e+00 +1.8164e-01
80 +1.962811550e+03 +1.962811550e+03 +1.966631550e+03 +1.966631550e+03 +5.0696e+00 -1.8879e+00 -7.1836e-01 +3.1408e+00 +2.4948e+00 -9.1334e+00 -2.4926e+00 +1.3927e+00 -1.0738e+01 -4.4519e+00 -5.1691e+00 +7.3603e+00 +8.2756e-01 +4.6384e+00 -6.6085e-01 +3.1085e+00 -9.5259e+00 +1.1496e+01 +8.6047e+00 +2.8435e+00
112 +1.246258617e+03 +1.246258617e+03 +1.250078617e+03 +1.250078617e+03 +1.5731e+00 -2.2245e-01 -4.1417e+00 -4.4501e+00 +9.4776e-01 -9.0122e+00 -3.4664e+00 +4.6682e+00 -6.3370e+00 -7.3827e+00 -3.3030e+00 +1.0495e+00 -1.7360e+00 +6.6025e+00 -3.4543e-01 +3.9626e+00 -1.0091e+01 +8.6244e+00 +2.4722e+00 +5.0910e+00
181 +9.982596846e+02 +9.982596846e+02 +1.002079685e+03 +1.002079685e+03 -2.4668e+00 -3.8998e+00 -1.8479e+00 -2.3967e+00 -3.2680e-02 -4.4452e+00 -4.4710e+00 +1.7522e+00 -7.5624e+00 -4.8765e+00 -3.8503e+00 +1.6211e+00 -2.3640e+00 +7.3050e+00 -5.2506e+00 +1.9076e+00 -8.0310e+00 +7.6848e+00 +4.1375e+00 +4.8042e+00
235 +4.926097964e+02 +4.926097964e+02 +4.964297964e+02 +4.964297964e+02 -2.1038e+00 -4.2145e+00 +3.8696e-01 -6.8561e+00 +3.1540e-01 -6.8338e+00 -2.0497e+00 -2.0201e+00 -8.4236e+00 -3.8672e+00 +2.8445e+00 +9.1417e-01 -1.5207e-01 +3.6187e+00 -3.7004e+00 +4.0088e+00 -7.9253e+00 +2.5867e+00 +3.5854e+00 -2.9706e+00
292 +3.940586836e+02 +3.940586836e+02 +3.978786836e+02 +3.978786836e+02 +7.1456e-01 -4.7301e+00 +1.4944e+00 -6.5621e+00 -9.9156e-02 -5.9751e+00 -1.1630e+00 -2.3104e-01 -8.5511e+00 -2.9935e+00 -2.9192e-01 +1.2332e+00 -1.4536e+00 +4.6220e+00 -3.1679e+00 +4.5045e+00 -8.0478e+00 +2.7666e+00 +3.3721e+00 -3.5416e+00
399 +2.400697222e+02 +2.400697222e+02 +2.438897222e+02 +2.438897222e+02 +4.1084e+00 -2.7254e+00 +2.2501e+00 -7.4763e+00 -9.5225e-01 -4.3423e+00 +3.8855e-01 -3.2575e+00 -5.0200e+00 -2.0519e+00 +4.0991e-01 +5.1703e-01 -2.5425e+00 +3.3296e+00 -6.4197e+00 +5.3908e+00 -4.3698e+00 +1.5657e+00 +2.9972e+00 -3.7656e+00
518 +1.573031642e+02 +1.573031642e+02 +1.611231642e+02 +1.611231642e+02 +4.8558e+00 -1.5109e+00 +2.4632e+00 -5.9366e+00 +1.0456e+00 -3.8565e+00 +1.8174e+00 -1.9873e+00 -6.8868e+00 -1.0383e+00 +8.5352e-01 +7.1697e-01 -1.7206e+00 +3.8814e+00 -6.4115e+00 +4.1131e+00 -5.2745e+00 -2.2843e-01 +3.7130e+00 -2.9909e+00
609 +9.944156171e+01 +9.944156171e+01 +1.032615617e+02 +1.032615617e+02 +4.7765e+00 -1.7392e+00 +3.1787e+00 -6.2094e+00 +1.0619e+00 -2.9997e+00 +2.1524e+00 -2.5214e+00 -5.6536e+00 -1.3785e+00 +1.4903e+00 -2.2954e-01 -1.7464e+00 +2.7483e+00 -5.1749e+00 +4.2393e+00 -4.6271e+00 -1.5428e+00 +3.6346e+00 -2.6656e+00
1003 +6.308282214e+01 +6.308282214e+01 +6.690282214e+01 +6.690282214e+01 +5.3523e+00 -1.6782e+00 +3.7984e+00 -5.3254e+00 +9.3335e-01 -1.8233e+00 +2.0687e+00 -3.0741e+00 -4.9485e+00 -1.3011e+00 +2.0532e+00 -1.0545e+00 -1.3421e+00 +2.2081e+00 -4.6116e+00 +4.5092e+00 -3.9165e+00 -1.7696e+00 +3.3132e+00 -2.0866e+00
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
