% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.080463025e+01 +5.080463025e+01 -1.287353697e+02 -1.287353697e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +4.745055951e+01 +4.745055951e+01 -1.320894405e+02 -1.320894405e+02 +2.0672e-02 +2.7833e-01 +7.0951e-01 +5.3120e-02 +3.9934e-02 +4.6211e-01 +9.4111e-01 +7.1434e-01 +2.0875e-01 +8.4024e-01 +7.8426e-02 +5.2461e-01 +6.9693e-01 +8.4469e-01 +5.1050e-02 +2.7296e-01 +4.8805e-02 +2.4132e-01 +4.8124e-01 +8.5809e-01
3 +3.627265754e+01 +3.627265754e+01 -1.432673425e+02 -1.432673425e+02 +3.4626e-01 +6.1375e-01 +9.3836e-01 +9.6016e-01 +9.2361e-01 +5.9683e-01 +5.0029e-01 +1.4856e-01 +4.0084e-01 +3.8171e-02 +6.1410e-01 +1.9563e-02 +7.8613e-01 +3.9838e-01 +5.4504e-01 +3.9262e-01 +6.5137e-01 +6.8295e-01 +5.6875e-01 +4.4716e-01
4 +3.478381082e+01 +3.478381082e+01 -1.447561892e+02 -1.447561892e+02 +4.9523e-01 +2.8126e-01 +9.1750e-02 +8.3666e-01 +2.4153e-01 +2.1111e-01 +5.4683e-01 +2.6693e-01 +2.6600e-01 +9.2204e-01 +5.4407e-01 +7.4400e-01 +6.4724e-01 +5.0580e-01 +5.1724e-01 +7.6893e-01 +9.3697e-01 +7.3613e-01 +7.7267e-01 +5.1267e-01
28 +3.423034269e+01 +3.423034269e+01 -1.453096573e+02 -1.453096573e+02 +1.4482e-01 +2.1518e-01 +5.4098e-01 +5.3691e-01 +7.6327e-01 +5.5652e-01 +3.9393e-01 +5.5694e-01 +7.7979e-01 +6.4150e-01 +8.6309e-02 +2.5557e-01 +1.9521e-02 +8.0896e-01 +8.9702e-01 +4.5057e-01 +7.6115e-01 +9.5365e-01 +5.2054e-01 +7.5323e-02
49 +3.339317321e+01 +3.339317321e+01 -1.461468268e+02 -1.461468268e+02 +3.6232e-01 +8.7123e-01 +1.6916e-01 +8.7277e-01 +7.6975e-01 +3.4082e-01 +4.9423e-01 +2.2343e-01 +9.2264e-01 +5.1662e-01 +5.7927e-01 +9.9387e-01 +9.4716e-01 +1.8185e-02 +6.0156e-01 +8.1319e-01 +9.5974e-01 +8.2197e-01 +7.1153e-01 +9.1657e-01
84 +3.201482859e+01 +3.201482859e+01 -1.475251714e+02 -1.475251714e+02 +4.5328e-01 +8.0957e-01 +5.3178e-01 +8.5058e-01 +4.8716e-01 +8.4162e-01 +9.5888e-01 +8.9450e-01 +4.2479e-01 +2.3413e-01 +2.3914e-01 +1.3256e-01 +7.1080e-01 +1.8571e-01 +9.5389e-01 +1.2316e-01 +2.8544e-01 +5.2429e-01 +5.5320e-01 +8.9078e-01
126 +2.962005831e+01 +2.962005831e+01 -1.499199417e+02 -1.499199417e+02 +2.5673e-01 +8.7753e-01 +3.3456e-01 +8.0120e-01 +9.9555e-01 +1.8421e-01 +7.0745e-01 +8.8707e-01 +2.2783e-01 +1.6501e-01 +7.5695e-01 +7.9253e-01 +4.3169e-01 +4.4512e-01 +7.9890e-01 +1.0628e-01 +6.2200e-01 +9.0939e-01 +2.6363e-02 +1.0950e-01
859 +2.907634434e+01 +2.907634434e+01 -1.504636557e+02 -1.504636557e+02 +7.2157e-01 +6.1163e-01 +5.1924e-04 +7.8449e-01 +7.7215e-01 +9.2803e-01 +9.6089e-01 +5.4641e-01 +2.0170e-01 +5.2638e-02 +5.9613e-01 +1.8681e-01 +4.1538e-01 +3.9276e-01 +8.3409e-01 +5.1647e-01 +6.5717e-01 +9.5536e-01 +5.2010e-01 +6.9898e-01
3423 +2.835363141e+01 +2.835363141e+01 -1.511863686e+02 -1.511863686e+02 +9.3880e-02 +1.3666e-01 +6.3529e-02 +6.7187e-01 +7.5746e-01 +4.7770e-01 +9.4828e-01 +2.7522e-01 +7.4720e-01 +9.4802e-02 +2.8120e-01 +9.2614e-01 +1.6789e-01 +9.0258e-01 +6.4024e-01 +4.4651e-02 +6.6548e-01 +9.0102e-01 +9.9708e-01 +8.0157e-01
8218 +2.783111325e+01 +2.783111325e+01 -1.517088868e+02 -1.517088868e+02 +8.9995e-01 +5.4171e-01 +3.4294e-02 +6.5977e-01 +7.3151e-01 +1.4035e-01 +9.7306e-01 +6.7745e-01 +9.5944e-01 +2.4044e-01 +1.0323e-01 +6.2887e-01 +4.1538e-01 +5.2593e-01 +8.3409e-01 +5.1647e-01 +6.5717e-01 +9.5536e-01 +5.2010e-01 +6.9898e-01
16000 +2.645135700e+01 +2.645135700e+01 -1.530886430e+02 -1.530886430e+02 +5.5643e-01 +6.6574e-01 +2.6023e-02 +8.8187e-01 +8.2046e-01 +6.9730e-02 +6.9833e-01 +2.1900e-01 +1.1474e-01 +2.4044e-01 +1.0323e-01 +6.2887e-01 +4.1538e-01 +5.2593e-01 +8.3409e-01 +5.1647e-01 +6.5717e-01 +9.5536e-01 +5.2010e-01 +6.9898e-01
18948 +2.586692618e+01 +2.586692618e+01 -1.536730738e+02 -1.536730738e+02 +5.5643e-01 +6.6574e-01 +2.6023e-02 +8.8187e-01 +8.2046e-01 +6.9730e-02 +6.9833e-01 +2.1900e-01 +1.1474e-01 +2.4044e-01 +1.0323e-01 +7.7973e-01 +3.2993e-01 +8.7589e-01 +9.9612e-01 +7.2733e-02 +5.9747e-01 +8.8527e-01 +2.2302e-01 +9.1018e-01
28356 +2.513597235e+01 +2.513597235e+01 -1.544040276e+02 -1.544040276e+02 +1.3535e-01 +6.6574e-01 +2.6023e-02 +8.8187e-01 +8.2046e-01 +6.9730e-02 +6.9833e-01 +2.1900e-01 +1.1474e-01 +2.4044e-01 +1.0323e-01 +7.7973e-01 +3.2993e-01 +8.7589e-01 +9.9612e-01 +7.2733e-02 +5.9747e-01 +8.8527e-01 +2.2302e-01 +9.1018e-01
46788 +2.509084148e+01 +2.509084148e+01 -1.544491585e+02 -1.544491585e+02 +1.3535e-01 +6.6574e-01 +2.6023e-02 +8.8187e-01 +8.2046e-01 +6.9730e-02 +6.9833e-01 +2.1900e-01 +1.1474e-01 +2.4044e-01 +1.0323e-01 +7.7973e-01 +3.2993e-01 +8.7589e-01 +9.9612e-01 +7.2733e-02 +5.9747e-01 +8.9491e-01 +2.9754e-01 +9.9643e-01
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.420831801e+01 +2.420831801e+01 +1.015183180e+02 +1.015183180e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.188540026e+01 +2.188540026e+01 +9.919540026e+01 +9.919540026e+01 +2.5782e-01 +4.3924e-01 +7.4417e-01 +5.6228e-01 +7.9175e-01 +4.5585e-01 +9.5872e-01 +1.2388e-02 +8.6644e-01 +3.5111e-01 +2.7191e-01 +6.6698e-01 +3.6465e-01 +6.5264e-02 +4.4554e-01 +1.4097e-01 +6.1012e-01 +5.7780e-01 +2.9357e-02 +7.4649e-01
3 +1.619346241e+01 +1.619346241e+01 +9.350346241e+01 +9.350346241e+01 +9.8858e-01 +1.1785e-01 +3.6803e-01 +1.3623e-01 +7.2440e-01 +6.8672e-02 +3.2184e-01 +1.1505e-01 +1.2516e-01 +7.1857e-01 +1.6821e-01 +7.3421e-01 +6.6418e-01 +3.2243e-01 +7.6561e-01 +8.1284e-01 +6.9509e-01 +4.5327e-01 +1.5511e-01 +1.0527e-01
4 +1.507701314e+01 +1.507701314e+01 +9.238701314e+01 +9.238701314e+01 +8.1356e-01 +4.5285e-01 +2.1797e-01 +3.2258e-02 +4.9527e-02 +4.6079e-01 +4.7859e-01 +5.4469e-01 +8.1121e-01 +9.3895e-01 +8.8536e-01 +1.3244e-01 +8.9676e-01 +4.7889e-01 +9.6854e-01 +1.9501e-01 +2.8391e-01 +9.0439e-01 +7.2956e-01 +2.0433e-01
12 +1.310832108e+01 +1.310832108e+01 +9.041832108e+01 +9.041832108e+01 +7.8536e-01 +1.0251e-01 +2.4208e-02 +1.0012e-01 +8.5300e-01 +4.7566e-02 +6.7574e-02 +2.4787e-01 +8.2283e-01 +8.0837e-01 +9.8665e-01 +4.3188e-01 +3.8859e-01 +6.4626e-03 +8.4343e-01 +5.2883e-01 +2.8132e-01 +6.5003e-01 +5.3944e-01 +8.1200e-02
1897 +1.244492086e+01 +1.244492086e+01 +8.975492086e+01 +8.975492086e+01 +7.8536e-01 +1.0251e-01 +2.4208e-02 +1.0012e-01 +8.5300e-01 +4.7566e-02 +6.7574e-02 +2.4787e-01 +8.2283e-01 +8.0837e-01 +9.8665e-01 +4.3188e-01 +3.8859e-01 +6.4626e-03 +8.4343e-01 +5.2883e-01 +2.8132e-01 +8.9582e-01 +7.5590e-01 +7.0110e-01
6665 +1.216703533e+01 +1.216703533e+01 +8.947703533e+01 +8.947703533e+01 +7.8536e-01 +1.0251e-01 +2.4208e-02 +1.0012e-01 +8.5300e-01 +4.7566e-02 +6.7574e-02 +2.4787e-01 +8.2283e-01 +8.0837e-01 +9.8665e-01 +4.3188e-01 +3.8859e-01 +6.4626e-03 +4.7036e-02 +9.0845e-01 +4.4981e-01 +8.5326e-01 +8.1589e-01 +3.7099e-01
11305 +1.191405189e+01 +1.191405189e+01 +8.922405189e+01 +8.922405189e+01 +7.8536e-01 +1.0251e-01 +2.4208e-02 +1.0012e-01 +8.5300e-01 +4.0607e-02 +6.7574e-02 +2.4787e-01 +8.2283e-01 +8.0837e-01 +9.8665e-01 +9.4005e-01 +9.2859e-01 +2.8572e-02 +8.9887e-01 +7.1770e-01 +1.9524e-01 +8.7297e-01 +8.2464e-01 +6.0391e-01
28682 +1.174372075e+01 +1.174372075e+01 +8.905372075e+01 +8.905372075e+01 +9.5841e-01 +1.0251e-01 +2.4208e-02 +1.0012e-01 +8.5300e-01 +4.0607e-02 +6.7574e-02 +2.4787e-01 +8.2283e-01 +8.0837e-01 +9.8665e-01 +9.4005e-01 +9.2859e-01 +2.8572e-02 +8.9887e-01 +7.1770e-01 +1.9524e-01 +8.7297e-01 +8.8565e-01 +5.5355e-01
57951 +1.128935097e+01 +1.128935097e+01 +8.859935097e+01 +8.859935097e+01 +9.5841e-01 +1.0251e-01 +2.4208e-02 +1.0012e-01 +8.5300e-01 +4.0607e-02 +6.7574e-02 +2.4787e-01 +8.2283e-01 +8.0837e-01 +9.8665e-01 +9.4005e-01 +9.2859e-01 +2.8572e-02 +8.9887e-01 +8.6128e-01 +1.8374e-03 +8.7297e-01 +9.7830e-01 +3.4270e-01
94718 +1.113775358e+01 +1.113775358e+01 +8.844775358e+01 +8.844775358e+01 +9.5841e-01 +1.0251e-01 +2.4208e-02 +1.2972e-03 +8.5300e-01 +2.8235e-02 +4.0987e-01 +1.4542e-01 +3.9109e-01 +8.6375e-01 +5.9811e-01 +8.3623e-01 +7.4531e-01 +2.8572e-02 +6.9414e-01 +9.9794e-01 +1.8424e-01 +7.1831e-01 +9.2292e-01 +8.3226e-01
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.115444340e+01 +7.115444340e+01 +1.110744434e+02 +1.110744434e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +6.242815969e+01 +6.242815969e+01 +1.023481597e+02 +1.023481597e+02 +3.5369e-01 +4.5859e-01 +9.2756e-01 +7.2984e-01 +4.9576e-01 +9.2146e-02 +9.2803e-01 +1.9231e-01 +9.1316e-01 +7.9550e-01 +4.5207e-01 +8.7457e-01 +6.4246e-01 +7.4542e-01 +7.4792e-01 +9.1284e-01 +6.8411e-02 +4.4064e-01 +4.4305e-01 +6.4145e-02
75 +5.712039580e+01 +5.712039580e+01 +9.704039580e+01 +9.704039580e+01 +1.6074e-01 +7.4645e-01 +8.7327e-01 +4.8582e-01 +8.1155e-02 +1.9304e-01 +6.4401e-01 +3.0721e-01 +6.1918e-01 +6.3515e-01 +3.6566e-01 +8.6957e-01 +5.3034e-03 +7.7971e-01 +3.0020e-01 +8.4643e-01 +7.1859e-01 +3.5558e-01 +2.7053e-01 +6.5333e-02
449 +5.241825480e+01 +5.241825480e+01 +9.233825480e+01 +9.233825480e+01 +6.7644e-01 +3.7863e-01 +9.3296e-01 +2.1312e-01 +9.7282e-02 +1.6400e-02 +6.1275e-01 +6.6354e-02 +9.9729e-01 +9.4734e-01 +2.9441e-01 +7.9222e-03 +2.9140e-01 +9.1442e-01 +6.1521e-01 +6.3575e-02 +2.5436e-01 +7.6623e-01 +3.2505e-01 +2.2160e-02
5413 +5.111656970e+01 +5.111656970e+01 +9.103656970e+01 +9.103656970e+01 +6.7644e-01 +3.7863e-01 +9.3296e-01 +2.1312e-01 +9.7282e-02 +1.6400e-02 +6.1275e-01 +6.6354e-02 +9.9729e-01 +9.4734e-01 +2.9441e-01 +7.9222e-03 +2.9140e-01 +9.1442e-01 +2.6070e-01 +4.5529e-01 +1.0683e-02 +6.5849e-01 +5.1069e-01 +1.7930e-01
17885 +4.943481644e+01 +4.943481644e+01 +8.935481644e+01 +8.935481644e+01 +9.3561e-01 +5.5962e-01 +8.8788e-01 +2.1312e-01 +9.7282e-02 +1.6400e-02 +6.1275e-01 +6.6354e-02 +9.9729e-01 +9.4734e-01 +2.9441e-01 +7.9222e-03 +2.9140e-01 +9.1442e-01 +2.6070e-01 +4.5529e-01 +1.0683e-02 +6.5849e-01 +5.1069e-01 +1.7930e-01
28468 +4.758822417e+01 +4.758822417e+01 +8.750822417e+01 +8.750822417e+01 +9.3561e-01 +5.5962e-01 +8.8788e-01 +2.1312e-01 +6.0156e-02 +1.6400e-02 +6.1275e-01 +6.6354e-02 +9.9729e-01 +7.6882e-01 +2.9441e-01 +7.9222e-03 +2.9140e-01 +9.2855e-01 +9.5434e-02 +9.3404e-01 +6.1809e-02 +9.7655e-01 +4.7124e-02 +2.2536e-01
33113 +4.641957248e+01 +4.641957248e+01 +8.633957248e+01 +8.633957248e+01 +8.5255e-01 +4.3851e-01 +7.8084e-01 +8.7438e-03 +8.9152e-02 +2.5724e-01 +3.3640e-01 +3.8980e-02 +9.4032e-01 +4.7110e-01 +7.6262e-01 +6.4048e-01 +1.3274e-01 +8.4144e-01 +1.9091e-01 +8.7571e-01 +4.8143e-02 +2.6115e-01 +7.1254e-01 +5.6151e-03
49317 +4.518933338e+01 +4.518933338e+01 +8.510933338e+01 +8.510933338e+01 +9.5638e-01 +1.6266e-01 +9.5752e-01 +3.4676e-01 +3.4869e-02 +5.8746e-01 +8.3757e-01 +4.7072e-01 +9.5139e-01 +7.6882e-01 +1.5077e-01 +7.9751e-01 +1.5450e-01 +9.6415e-01 +5.0793e-01 +5.5612e-02 +8.4208e-02 +8.5621e-01 +3.0609e-01 +6.2587e-03
67386 +4.313107127e+01 +4.313107127e+01 +8.305107127e+01 +8.305107127e+01 +9.5638e-01 +1.6266e-01 +9.5752e-01 +3.4676e-01 +3.1735e-03 +1.2567e-01 +9.9732e-01 +4.7072e-01 +9.5139e-01 +6.5862e-01 +1.5077e-01 +7.9751e-01 +1.5450e-01 +9.9498e-01 +5.0793e-01 +5.5612e-02 +8.4208e-02 +8.7582e-01 +3.0609e-01 +6.2587e-03
81940 +4.265152530e+01 +4.265152530e+01 +8.257152530e+01 +8.257152530e+01 +9.6389e-01 +5.4193e-01 +9.6760e-01 +3.4276e-01 +3.1735e-03 +1.2567e-01 +9.9732e-01 +4.7072e-01 +9.5139e-01 +6.5862e-01 +1.5077e-01 +7.9751e-01 +1.5450e-01 +9.9498e-01 +5.0793e-01 +5.5612e-02 +8.4208e-02 +8.7582e-01 +3.0609e-01 +6.2587e-03
89796 +4.127508630e+01 +4.127508630e+01 +8.119508630e+01 +8.119508630e+01 +9.6389e-01 +4.6140e-01 +9.1196e-01 +2.4168e-01 +3.1735e-03 +1.2567e-01 +9.9732e-01 +1.1519e-01 +9.5139e-01 +6.5862e-01 +1.1012e-01 +7.9751e-01 +1.5450e-01 +9.9498e-01 +5.0793e-01 +5.5612e-02 +1.7862e-03 +8.9583e-01 +3.0609e-01 +6.2587e-03
90598 +3.912652335e+01 +3.912652335e+01 +7.904652335e+01 +7.904652335e+01 +9.6389e-01 +5.4193e-01 +9.6760e-01 +3.4276e-01 +3.1735e-03 +1.2567e-01 +9.9732e-01 +4.7072e-01 +9.5139e-01 +6.5862e-01 +1.5077e-01 +7.9751e-01 +1.5450e-01 +9.9498e-01 +5.6047e-03 +2.6833e-01 +2.3768e-01 +2.5283e-01 +2.6568e-02 +6.2587e-03
% function evaluation | noise-free fitness - Fopt (-5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.349009678e+01 +3.349009678e+01 -2.311990322e+01 -2.311990322e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
17 +3.275486842e+01 +3.275486842e+01 -2.385513158e+01 -2.385513158e+01 +1.0623e-01 +2.7972e-02 +9.9274e-01 +7.0223e-01 +2.3345e-01 +3.2101e-01 +5.6395e-01 +2.6904e-01 +5.2203e-02 +4.2856e-02 +6.1964e-01 +8.8583e-01 +6.5129e-01 +7.7448e-01 +5.9627e-01 +4.1470e-02 +1.4907e-01 +6.2922e-01 +7.5810e-01 +5.8380e-01
57 +3.143296151e+01 +3.143296151e+01 -2.517703849e+01 -2.517703849e+01 +3.4184e-01 +2.0900e-01 +9.7789e-01 +3.6819e-01 +7.7365e-02 +4.5762e-01 +1.3573e-01 +1.7371e-01 +2.7490e-02 +4.6834e-01 +8.4815e-01 +8.6760e-01 +8.5176e-01 +8.2543e-01 +4.6472e-02 +3.7043e-01 +2.1162e-01 +4.8800e-01 +1.7229e-01 +5.5818e-01
112 +2.932303648e+01 +2.932303648e+01 -2.728696352e+01 -2.728696352e+01 +2.6709e-01 +2.3984e-01 +6.6866e-01 +3.6129e-01 +1.0040e-01 +2.4328e-01 +7.0505e-01 +4.2812e-03 +2.1863e-01 +9.6546e-01 +3.1399e-01 +8.2849e-01 +4.6498e-01 +1.7897e-02 +8.3708e-01 +4.9446e-01 +2.0601e-01 +1.3182e-01 +3.4961e-02 +9.6879e-01
720 +2.879132053e+01 +2.879132053e+01 -2.781867947e+01 -2.781867947e+01 +3.2256e-01 +8.5992e-01 +7.8752e-01 +4.8032e-01 +5.1388e-01 +1.9886e-01 +1.1599e-01 +2.5609e-01 +8.9283e-03 +6.7521e-01 +1.4510e-01 +7.1367e-02 +9.4533e-01 +4.6525e-01 +5.8033e-01 +8.9686e-02 +1.9292e-01 +5.2260e-02 +6.0524e-02 +6.6789e-01
7246 +2.727245044e+01 +2.727245044e+01 -2.933754956e+01 -2.933754956e+01 +2.8056e-01 +5.5288e-01 +7.2095e-01 +1.2964e-01 +4.6390e-01 +1.9886e-01 +1.1599e-01 +2.5609e-01 +8.9283e-03 +6.7521e-01 +1.4510e-01 +7.1367e-02 +9.4533e-01 +4.6525e-01 +5.8033e-01 +8.9686e-02 +1.9292e-01 +5.2260e-02 +6.0524e-02 +6.6789e-01
9042 +2.662221191e+01 +2.662221191e+01 -2.998778809e+01 -2.998778809e+01 +1.1031e-01 +6.2852e-01 +9.1131e-01 +1.5178e-01 +3.7731e-01 +7.7979e-01 +2.6098e-01 +4.0382e-01 +2.2404e-01 +4.5149e-01 +1.0033e-01 +7.4967e-03 +9.8713e-01 +1.2305e-01 +8.7910e-01 +5.0860e-01 +6.4691e-01 +1.3182e-01 +3.4961e-02 +9.6879e-01
16676 +2.625789468e+01 +2.625789468e+01 -3.035210532e+01 -3.035210532e+01 +2.7240e-03 +2.8235e-01 +7.9866e-01 +6.0545e-01 +1.0763e-01 +1.2172e-01 +8.7878e-01 +3.6671e-01 +1.2454e-01 +1.3239e-01 +1.9602e-01 +3.8226e-01 +6.0320e-01 +9.2893e-01 +9.6730e-01 +6.2448e-02 +6.4504e-02 +1.4161e-01 +1.2768e-01 +3.6559e-01
39712 +2.500453314e+01 +2.500453314e+01 -3.160546686e+01 -3.160546686e+01 +2.1539e-01 +4.4637e-01 +9.1131e-01 +1.5178e-01 +6.5263e-02 +6.3916e-01 +9.9696e-01 +1.9958e-01 +1.0949e-02 +8.2426e-01 +4.2436e-01 +6.3265e-02 +5.9900e-01 +5.1137e-01 +4.4057e-01 +7.1288e-01 +1.6747e-01 +8.6395e-03 +9.4167e-02 +7.1487e-01
45757 +2.429467936e+01 +2.429467936e+01 -3.231532064e+01 -3.231532064e+01 +2.1539e-01 +4.4637e-01 +9.1131e-01 +1.5178e-01 +6.5263e-02 +6.3916e-01 +9.9696e-01 +1.9958e-01 +1.0949e-02 +8.2426e-01 +4.2436e-01 +7.4967e-03 +9.8713e-01 +8.9211e-01 +8.1575e-01 +7.8826e-01 +3.3757e-03 +1.7730e-02 +1.9822e-01 +5.8102e-01
90648 +2.396008479e+01 +2.396008479e+01 -3.264991521e+01 -3.264991521e+01 +1.0942e-01 +4.2438e-01 +7.8753e-01 +1.9694e-02 +6.1277e-01 +6.3916e-01 +9.9696e-01 +1.9958e-01 +1.0949e-02 +8.2426e-01 +4.2436e-01 +7.4967e-03 +9.8713e-01 +8.9211e-01 +8.1575e-01 +3.2921e-01 +3.3757e-03 +1.7730e-02 +9.6871e-02 +4.1065e-01
% function evaluation | noise-free fitness - Fopt (-3.745400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
