142.066 38.8747 2000 1 1 3.6 44.82 14 34 40.85
143.218 40.9673 2000 1 4 4.2 31 3 1 25.84
141.664 37.2905 2000 1 9 5.1 42.92 13 2 22.22
140.677 38.8862 2000 1 10 4.1 9.04 17 33 38.2
143.949 40.6285 2000 1 14 4.7 42 23 26 11.42
141.538 37.1435 2000 1 24 4.4 44.55 21 50 30.48
143.463 39.5537 2000 1 24 4.6 42 22 38 25.25
143.258 38.8147 2000 2 2 3.4 22 23 0 56.38
142.186 37.1927 2000 2 7 4.5 19.91 21 27 12.02
140.904 39.0232 2000 2 11 4.9 10.88 16 8 36.31
143.401 40.1962 2000 2 13 4 17.71 0 24 38.63
142.812 40.447 2000 2 18 3.7 28.23 22 53 19.51
142.022 38.6193 2000 2 23 4 53.75 18 21 8.37
140.133 37.8488 2000 2 24 3.8 15.37 14 55 12.12
143.824 37.2523 2000 2 26 4.6 57 21 13 56.94
143.613 39.59 2000 2 29 3.6 63 1 14 9.92
140.957 39.8442 2000 3 7 4.3 3.22 17 10 3.48
143.625 38.0687 2000 3 16 3.6 43 7 56 11.65
140.151 40.9538 2000 3 16 2.9 157.57 23 26 25.38
141.482 37.9917 2000 3 20 5.1 78.1 6 26 3.84
142.689 40.6925 2000 3 21 3.7 23.84 17 54 55.2
142.162 37.2237 2000 3 25 3.4 31.64 3 13 10.75
142.096 38.8515 2000 3 27 3.5 38.98 7 3 13.4
143.821 39.2272 2000 4 2 4.1 51 6 3 25.87
142.429 40.1223 2000 4 13 4.9 37.44 6 51 32.99
141.88 37.7032 2000 4 13 3.7 40.49 6 51 33.87
143.46 38.5483 2000 4 15 4.6 32 6 39 34.73
140.012 37.58 2000 4 26 4.5 12.57 4 48 16.39
143.345 40.2427 2000 4 26 5.4 14.17 21 55 1.51
141.311 37.3867 2000 4 27 3.4 85.2 17 25 20.58
142.108 38.5537 2000 4 27 3.1 85.64 23 13 9.38
141.459 39.1768 2000 4 28 3.5 77.23 17 57 12.44
143.867 40.408 2000 4 30 5.3 38 21 39 48.64
142.533 39.7375 2000 5 1 4.3 38.13 5 52 57.99
143.447 40.2113 2000 5 2 4.9 9.51 5 45 9.25
143.308 38.701 2000 5 4 3.4 34 7 17 35.44
141.862 37.842 2000 5 4 3.9 50.06 20 32 8.73
140.143 40.9938 2000 5 5 2.9 159.36 20 43 16.59
143.484 40.178 2000 5 9 4.2 17.34 3 26 43.24
140.145 37.4768 2000 5 15 3 137.17 21 0 16.47
