 142.2572  37.7960 2000  1  1 2.8   13.090  7 42  59.05 mainshock
 142.1605  37.6590 2000  1  1 2.7   34.080 12 37  21.84 aftershock
 142.0663  38.8747 2000  1  1 3.6   44.820 14 34  40.85 mainshock
 141.9748  37.0610 2000  1  1 2.6   20.360 16 36   1.63 mainshock
 142.1345  37.1660 2000  1  3 2.6   17.630  1  1  21.73 mainshock
 141.0185  36.6055 2000  1  3 3.2   49.450  1 55  45.00 aftershock
 142.5092  39.9738 2000  1  3 2.6   35.470 11 30  43.76 mainshock
 143.2177  40.9673 2000  1  4 4.2   31.000  3  1  25.84 aftershock
 143.2322  40.9793 2000  1  4 2.6   30.000  3 10  21.25 mainshock
 142.6663  38.1282 2000  1  4 2.5   27.360  5 49  37.97 mainshock
 141.9460  37.5273 2000  1  6 3.6   33.980  0 32  21.80 mainshock
 142.3530  38.6860 2000  1  6 2.5   34.770  4 26  41.54 mainshock
 142.8707  40.8848 2000  1  6 3.1    0.670 10 40  52.22 mainshock
 142.8250  38.2513 2000  1  6 2.5   28.000 12  7   6.17 mainshock
 142.6673  37.8732 2000  1  6 3.1   25.020 13 44  48.60 mainshock
 139.2423  35.8475 2000  1  6 2.8    7.930 13 52  58.91 aftershock
 135.8122  35.0615 2000  1  6 3.7   13.360 20 40   3.67 aftershock
 135.8145  35.0592 2000  1  6 2.9   13.280 20 50  58.69 aftershock
 135.8138  35.0607 2000  1  6 2.8   13.450 21  6  57.08 mainshock
 141.8085  37.4448 2000  1  7 2.5   37.000  9  7  56.03 mainshock
 136.3202  34.0285 2000  1  7 3.0  425.000  9 17  51.68 mainshock
 142.1593  37.7163 2000  1  7 2.5   35.490 23 55  53.27 mainshock
 140.1172  35.6197 2000  1  8 2.9   68.090  1 16  39.71 mainshock
 135.2763  34.0373 2000  1  8 2.8    6.900  9 41   7.19 mainshock
 140.1953  36.1187 2000  1  8 3.1   69.330 21  8  10.57 mainshock
 141.0297  36.2970 2000  1  9 2.5   52.380 13 40  49.89 mainshock
 142.1817  39.4265 2000  1  9 2.5   87.060 22 16  12.62 mainshock
 139.3588  36.5607 2000  1  9 3.2   11.340 22 41  25.07 mainshock
 140.9828  36.6412 2000  1 10 2.6   50.390  9 40  19.91 mainshock
 142.4058  37.9613 2000  1 11 2.7    4.720 11  5  44.94 mainshock
 136.4515  34.2805 2000  1 11 3.1  390.000 13 10  11.69 mainshock
 142.2813  37.0957 2000  1 11 3.3    0.000 20 35  40.56 aftershock
 142.8562  40.6502 2000  1 12 3.0   15.220  7 34  14.99 mainshock
 141.9153  37.0425 2000  1 12 3.6   29.000 10  4  16.23 mainshock
 140.5875  36.4512 2000  1 12 4.3   60.050 11  9  47.32 mainshock
 142.4728  40.6322 2000  1 13 2.5   35.110  8 14   8.77 mainshock
 139.8732  39.8060 2000  1 13 2.5   16.780  9 51  15.98 mainshock
 142.6572  40.7475 2000  1 14 3.0   19.990  0 18  32.19 mainshock
 135.1597  34.0597 2000  1 14 2.7    9.590 14 55  54.77 mainshock
 142.1952  37.1240 2000  1 14 3.3    3.950 15 36  51.80 mainshock
 143.9492  40.6285 2000  1 14 4.7   42.000 23 26  11.42 aftershock
 142.2053  38.6960 2000  1 14 3.4   30.020 23 53  54.28 mainshock
 143.9450  40.6753 2000  1 15 2.8   35.000  5  4  49.58 mainshock
 139.3058  35.8498 2000  1 15 3.4   55.720  9 51  31.40 mainshock
 139.3175  35.8467 2000  1 15 2.7   55.420  9 58  28.92 aftershock
 139.7993  36.2363 2000  1 15 3.1   57.710 15 23  57.92 mainshock
 142.6323  37.8185 2000  1 15 4.7   29.490 16 29  56.53 aftershock
 142.0855  37.2807 2000  1 15 2.7   23.020 19 12  11.52 aftershock
 139.7852  36.2032 2000  1 15 2.6   55.890 22 59  47.13 aftershock
 141.8567  37.4157 2000  1 16 2.6   35.330  6 22  38.16 aftershock
 143.4592  39.7600 2000  1 16 2.5   32.000  6 36  45.60 mainshock
 140.9390  36.2112 2000  1 16 2.7   44.280  9 36  13.25 mainshock
 143.3975  39.4637 2000  1 16 2.9   63.000 14  4   6.73 mainshock
 141.8235  39.7560 2000  1 16 3.0   59.700 15 20  23.38 mainshock
 135.9255  34.3060 2000  1 18 2.9   57.010 16 36  12.30 mainshock
 143.6747  39.8975 2000  1 20 3.9   31.000  3 15  38.23 aftershock
 142.1853  37.6308 2000  1 20 2.6   26.000  5 12  50.72 aftershock
 142.2253  40.0865 2000  1 20 3.0   44.830  7  8   6.64 mainshock
 143.7355  39.9843 2000  1 20 3.1   34.000 20 44  50.96 mainshock
 143.3992  40.1958 2000  1 20 3.4    6.720 23 27   3.55 aftershock
 143.4083  40.2018 2000  1 21 3.6   10.710  1 25  38.49 mainshock
 142.0950  37.2493 2000  1 22 2.7   19.320  3 50  53.15 aftershock
 142.8215  40.0842 2000  1 22 2.7   21.810  4 38  12.62 mainshock
 140.6948  34.9008 2000  1 22 4.1   77.290  6 47  50.39 mainshock
 142.1807  37.7235 2000  1 22 3.2   33.400 15 30   8.37 mainshock
 143.2988  39.6647 2000  1 23 3.2   20.620 21 57  26.62 mainshock
 142.5427  38.7942 2000  1 23 2.5   31.690 22  6  19.70 aftershock
 142.0270  38.3987 2000  1 24 2.7   54.850  1 31  48.63 aftershock
 142.5512  38.4090 2000  1 24 2.5   31.540 10 40  42.29 mainshock
 142.0843  37.6963 2000  1 24 2.7   32.820 13 17   1.83 aftershock
 143.4625  39.5537 2000  1 24 4.6   42.000 22 38  25.25 aftershock
 142.2118  40.6847 2000  1 25 3.2   48.840  2 21  21.02 mainshock
 135.7230  35.9345 2000  1 25 2.9   12.170  8 11  12.15 mainshock
 135.7223  35.9332 2000  1 25 3.6   12.660  8 12  17.95 aftershock
 135.0600  34.1737 2000  1 25 2.5   11.010  8 22  13.69 mainshock
 140.1172  35.0157 2000  1 25 2.7   82.580 10  5  12.77 mainshock
 143.9138  40.5052 2000  1 25 2.8   38.000 18 47  26.73 mainshock
 142.1343  38.4172 2000  1 25 2.6   31.930 23 16  48.73 mainshock
 139.3693  36.7205 2000  1 26 2.7    8.790 16 18  23.16 aftershock
 139.5947  36.1178 2000  1 26 2.6  116.700 21 24   6.53 mainshock
 142.5050  40.3007 2000  1 27 2.7   71.820  4 39  46.47 mainshock
 142.0802  38.9955 2000  1 27 3.2   52.850  7 24  37.84 mainshock
 135.2020  34.2062 2000  1 27 2.8    7.780 12 31   7.28 mainshock
 135.2578  34.1405 2000  1 27 2.8    7.600 16 53  28.93 aftershock
 136.3475  34.7243 2000  1 27 2.9   14.080 20 51  42.38 mainshock
 142.5522  38.8783 2000  1 27 2.5   23.890 23 12  42.48 mainshock
 135.2420  34.6815 2000  1 28 2.8   10.650  3 44  45.89 mainshock
 141.0362  36.3015 2000  1 28 3.4   48.020 14 46  35.79 mainshock
 140.6960  36.4225 2000  1 29 2.7   53.810 16 29  15.82 mainshock
 140.9037  36.7598 2000  1 29 2.5   59.300 19 39  32.26 mainshock
 139.9147  36.0767 2000  1 31 3.0   47.440  2 29  34.72 aftershock
 142.8782  38.3320 2000  1 31 3.3   15.700  4 45   1.72 mainshock
 139.9155  36.0795 2000  1 31 3.6   45.890 12  8  51.62 mainshock
 142.2512  40.2525 2000  1 31 2.9   41.630 17  9  48.92 mainshock
 142.9165  40.8573 2000  1 31 2.6    5.270 17 41   8.38 mainshock
 141.8238  37.8665 2000  2  1 3.0   50.910 17 26  32.14 mainshock
 143.4025  39.5578 2000  2  2 3.3   25.000  2 12  42.64 aftershock
 143.6042  39.5637 2000  2  2 2.5   12.000  2 16  28.27 aftershock
 143.5157  39.5677 2000  2  2 2.8   28.000  4 57  39.67 mainshock
 142.1172  37.2882 2000  2  2 3.3   26.880 20 42   4.67 aftershock
 142.1025  37.2330 2000  2  2 2.6   18.160 21 37  30.92 mainshock
 140.7220  35.6785 2000  2  2 2.5   46.110 22 21  51.64 mainshock
 143.2585  38.8147 2000  2  2 3.4   22.000 23  0  56.38 mainshock
 139.3930  36.0443 2000  2  3 2.7   66.630  0 48  12.70 mainshock
 140.2765  36.4662 2000  2  3 2.7  101.210  7 36  16.52 mainshock
 134.7807  35.8150 2000  2  3 3.3  407.000 12 38  42.73 mainshock
 142.5287  38.9210 2000  2  4 2.5   30.420  0 48  42.60 aftershock
 143.3415  38.5097 2000  2  4 2.5   36.000  7 19  24.62 mainshock
 143.4102  37.9562 2000  2  4 3.4   44.000 13 10  58.46 aftershock
 140.1795  35.6700 2000  2  4 2.5   66.770 15 46  22.40 mainshock
 140.5883  36.3283 2000  2  4 3.6   90.060 16 53   8.55 mainshock
 143.6375  40.5892 2000  2  4 3.4   31.000 23 33  15.51 mainshock
 143.5900  40.5683 2000  2  5 2.5   38.000  7 37  26.47 aftershock
 143.5422  40.5317 2000  2  5 2.6   36.000  7 52  23.01 aftershock
 139.8448  35.5247 2000  2  5 2.6   59.380 20 33  28.59 mainshock
 139.3690  36.7177 2000  2  6 2.6    7.760  4 43  37.53 mainshock
 139.3662  36.7175 2000  2  6 4.3    7.330  4 43  47.95 aftershock
 142.1425  37.8532 2000  2  6 2.6   37.620 21 23  44.28 mainshock
 142.0902  40.3665 2000  2  6 3.1   51.020 23 17   8.76 mainshock
 140.5080  36.4793 2000  2  7 2.5   60.340  8  4  31.58 mainshock
 142.1862  37.1927 2000  2  7 4.5   19.910 21 27  12.02 aftershock
 139.6792  36.1138 2000  2  7 2.5   85.140 21 46  27.42 mainshock
 143.4972  39.7622 2000  2  8 2.5   32.000  6 32  34.20 mainshock
 142.1680  37.1490 2000  2  8 2.7   32.000 10 59  52.93 aftershock
 143.4538  39.4585 2000  2  8 3.8   20.960 11 28  22.61 mainshock
 142.2192  37.6062 2000  2  8 3.2   37.430 22 22   4.07 mainshock
 143.7622  40.6022 2000  2  9 3.4   38.000  0 47  35.77 aftershock
 142.8148  38.6473 2000  2  9 2.9   21.000  8 15  16.78 mainshock
 143.2325  37.0358 2000  2 10 2.8    0.000 11 31  56.89 mainshock
 135.7598  34.2087 2000  2 10 3.1   56.770 18 54  55.21 mainshock
 143.3390  37.9602 2000  2 11 3.0   34.000  0 55  51.88 mainshock
 140.9043  36.5543 2000  2 11 3.3   52.010  3 32  14.62 mainshock
 142.4008  37.9060 2000  2 11 2.5   42.380  8 20  22.87 mainshock
 142.1380  37.1947 2000  2 11 3.2   26.000 16 58  57.57 aftershock
 139.0440  35.4990 2000  2 11 4.4   16.810 20 57   4.08 mainshock
 142.1422  37.2218 2000  2 11 2.9   16.300 21 33  51.89 aftershock
 140.8575  36.2483 2000  2 11 2.5   46.670 21 53  35.15 mainshock
 140.1493  35.5933 2000  2 12 2.5   68.420  8 57  28.14 aftershock
 143.4013  40.1962 2000  2 13 4.0   17.710  0 24  38.63 mainshock
 142.0772  37.4585 2000  2 13 2.9   25.670 10  1   3.04 mainshock
 143.1922  39.9192 2000  2 13 4.6   20.410 13 33  11.12 mainshock
 142.4347  39.9753 2000  2 13 2.6   36.770 18 57  44.33 mainshock
 141.9247  38.2435 2000  2 13 2.6   45.260 22  4   0.29 mainshock
 142.0003  40.9592 2000  2 14 3.4   57.440 11 18  33.43 mainshock
 135.7330  35.2670 2000  2 15 2.5    6.030  7 40  52.34 mainshock
 141.8230  37.3777 2000  2 15 3.5   38.440 12 38  45.74 mainshock
 143.2815  38.3347 2000  2 16 2.7   42.000  3 12  21.83 mainshock
 142.2058  40.3598 2000  2 16 3.3   45.700 17 56  14.12 aftershock
 140.0355  35.8513 2000  2 17 3.1   69.520  0  9   3.20 mainshock
 135.4575  34.1700 2000  2 17 3.1    6.960  8 28  34.61 mainshock
 140.1038  34.9958 2000  2 17 4.0   64.890 13 33  46.74 mainshock
 139.3680  36.7243 2000  2 17 2.7    7.650 23  0  44.68 aftershock
 142.8118  40.4470 2000  2 18 3.7   28.230 22 53  19.51 mainshock
 142.1210  37.9998 2000  2 19 2.5   39.750  4 11  56.41 mainshock
 136.0450  35.0375 2000  2 19 2.7  352.760  9 24   8.55 mainshock
 140.7813  36.4935 2000  2 19 2.5   80.680 16 48  47.83 mainshock
 143.6542  39.9865 2000  2 20 3.1   30.000  1  4  37.31 mainshock
 142.0930  40.3623 2000  2 20 3.6   51.870 16 41  32.02 aftershock
 140.3783  35.6345 2000  2 21 3.6   68.870  8 32  35.94 mainshock
 142.1060  40.3625 2000  2 21 2.8   52.030 18 30  34.36 mainshock
 135.5692  35.9020 2000  2 22 3.0  365.000  4 55  15.28 mainshock
 142.1843  40.7485 2000  2 23 2.9   49.000 12 44  48.80 mainshock
 142.0217  38.6193 2000  2 23 4.0   53.750 18 21   8.37 mainshock
 135.8137  35.0537 2000  2 25 2.7   13.120  2 46   1.81 mainshock
 141.9180  39.2205 2000  2 25 3.8   15.620 15 25   0.67 mainshock
 139.8932  36.1015 2000  2 25 3.1   48.410 16 24  56.03 mainshock
 142.2757  40.3885 2000  2 25 2.9   41.400 20 50   7.54 aftershock
 142.7012  38.6543 2000  2 26 2.7   28.990  7 37  11.64 mainshock
 142.3630  37.4800 2000  2 26 2.7   20.210 20 32  21.82 mainshock
 143.8238  37.2523 2000  2 26 4.6   57.000 21 13  56.94 aftershock
 143.7652  37.2910 2000  2 26 2.6   82.000 21 22  38.22 mainshock
 135.5480  35.2118 2000  2 27 4.1   13.780  0  3  24.43 aftershock
 135.5497  35.2118 2000  2 27 3.0   13.570  1 19  14.95 mainshock
 140.1368  35.5872 2000  2 27 2.7   68.300  7 33  58.84 aftershock
 142.1607  37.7143 2000  2 27 2.6   36.990  9 17  29.52 mainshock
 140.5332  36.4722 2000  2 28 3.2   59.640  5  9  59.74 mainshock
 140.2223  35.4113 2000  2 28 3.0   40.350 10 55   7.48 mainshock
 135.5500  35.2113 2000  2 28 2.8   13.320 13 46  46.18 aftershock
 143.6135  39.5900 2000  2 29 3.6   63.000  1 14   9.92 mainshock
 143.0428  38.7830 2000  2 29 2.8   41.000 10  1   2.46 mainshock
 135.3970  35.2268 2000  2 29 2.6   10.220 10  8  52.04 mainshock
 143.3387  39.7733 2000  2 29 2.7   12.000 23 13   9.76 mainshock
 142.2965  39.1062 2000  3  1 2.6   85.180  2 19  57.53 mainshock
 135.3323  34.1867 2000  3  1 3.0    8.070  5 11  49.45 mainshock
 140.1418  35.6525 2000  3  2 2.8   70.450  0 17  20.13 mainshock
 135.3980  35.2268 2000  3  2 2.6   10.220 11 15  32.67 aftershock
 138.9735  35.5127 2000  3  2 2.7   19.670 13 23  36.95 mainshock
 139.1352  35.4933 2000  3  2 2.7   18.710 19 15   9.93 mainshock
 140.1210  35.8948 2000  3  3 2.8   68.080 11 42  41.02 aftershock
 140.3173  36.8990 2000  3  3 2.5  112.010 18 29  34.35 mainshock
 140.6038  36.4553 2000  3  4 3.4   57.540 12 35  34.32 aftershock
 140.1092  36.1483 2000  3  4 3.5   53.440 19 52  17.12 aftershock
 140.1347  36.1437 2000  3  4 3.3   54.420 19 52  43.89 mainshock
 142.3750  38.3348 2000  3  5 2.5   41.660  6  5   0.92 mainshock
 142.6207  40.7213 2000  3  5 3.2   25.000 18 59  20.65 mainshock
 139.2563  34.9647 2000  3  5 3.3   12.250 23 29   6.91 mainshock
 141.8558  39.0968 2000  3  6 3.1   87.030  4  4  31.12 mainshock
 140.4128  35.4577 2000  3  6 2.5   58.340  4 24  11.77 aftershock
 140.3873  35.4872 2000  3  6 3.8   34.240 16 30   7.15 mainshock
 139.3063  35.6912 2000  3  6 2.5  138.940 19 44  25.10 mainshock
 135.2603  34.0902 2000  3  7 2.7    8.240 22  0   0.52 mainshock
 136.3455  35.9398 2000  3  7 3.0    7.670 23 25  22.76 mainshock
 142.2393  37.6490 2000  3  8 2.7   24.240  0 21   5.07 mainshock
 140.1900  36.8672 2000  3  8 2.6   88.040  8 54  10.56 mainshock
 136.0727  34.4933 2000  3  8 3.2  377.810 13 53  47.26 mainshock
 136.0470  34.3695 2000  3  9 2.8    8.840 10  8  57.46 mainshock
 139.5125  35.8875 2000  3  9 3.1   79.270 12 15  12.28 mainshock
 140.1378  36.1480 2000  3  9 3.2    3.440 14 20  41.28 aftershock
 141.0497  35.7790 2000  3  9 2.5   32.220 18 47  26.15 mainshock
 142.2615  37.0055 2000  3  9 2.5    7.920 20 42  46.90 mainshock
