% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.288577618e+08 +4.288577618e+08 +4.288571407e+08 +4.288571407e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.268460795e+08 +2.268460795e+08 +2.268454583e+08 +2.268454583e+08 +7.2533e-02 +4.6244e-01 +2.2790e-01 +7.8118e-01 +4.7750e-01 +6.3012e-02 +2.9018e-01 +8.0107e-01 +9.5580e-01 +5.4709e-01 +7.2356e-01 +8.6043e-01 +9.9503e-01 +3.3418e-01 +3.3820e-01 +1.0761e-01 +8.5182e-01 +1.5379e-01 +7.8957e-01 +8.1474e-01
15 +1.926471268e+08 +1.926471268e+08 +1.926465057e+08 +1.926465057e+08 +5.6840e-01 +9.0693e-01 +8.1281e-02 +4.5295e-02 +8.6612e-01 +3.3058e-01 +8.5158e-02 +6.1707e-01 +3.2388e-01 +6.1983e-01 +6.1325e-01 +6.5870e-01 +9.5996e-01 +5.1041e-01 +6.5358e-01 +3.5578e-01 +5.5144e-01 +5.2534e-01 +4.2846e-01 +2.5974e-01
45 +1.745182911e+08 +1.745182911e+08 +1.745176700e+08 +1.745176700e+08 +9.4328e-01 +8.9300e-01 +1.9027e-01 +8.5819e-03 +4.9312e-02 +2.0154e-01 +4.8108e-01 +5.1804e-01 +9.1684e-01 +8.9475e-01 +8.7354e-01 +1.3135e-01 +5.8358e-01 +9.6022e-01 +6.3397e-01 +6.5167e-01 +6.2636e-01 +8.6937e-01 +8.3301e-01 +7.3133e-01
541 +1.726407101e+08 +1.726407101e+08 +1.726400890e+08 +1.726400890e+08 +9.4328e-01 +8.9300e-01 +1.9027e-01 +8.5819e-03 +4.9312e-02 +2.0154e-01 +4.8108e-01 +5.1804e-01 +9.1684e-01 +2.9705e-01 +7.4265e-01 +1.1875e-01 +6.5143e-01 +8.3967e-01 +8.6659e-01 +3.7389e-01 +3.1141e-01 +2.4082e-01 +1.1109e-01 +1.3669e-01
5711 +1.625124879e+08 +1.625124879e+08 +1.625118668e+08 +1.625118668e+08 +4.1483e-02 +8.7551e-01 +2.4139e-01 +1.8320e-01 +2.8502e-01 +7.3662e-02 +5.1628e-01 +6.2219e-01 +7.4137e-01 +8.2969e-01 +3.2070e-01 +4.2748e-01 +8.5721e-01 +7.4124e-01 +7.4055e-01 +8.2791e-01 +5.3522e-01 +9.7570e-02 +3.7193e-01 +4.1385e-01
5743 +1.602740708e+08 +1.602740708e+08 +1.602734497e+08 +1.602734497e+08 +9.4328e-01 +8.9300e-01 +1.9027e-01 +8.5819e-03 +4.9312e-02 +2.0154e-01 +4.8108e-01 +4.4294e-01 +5.1599e-01 +6.8674e-01 +3.3679e-02 +6.8062e-01 +8.9780e-01 +3.6522e-01 +8.6659e-01 +3.7389e-01 +3.1141e-01 +2.4082e-01 +1.1109e-01 +1.3669e-01
6369 +1.474630558e+08 +1.474630558e+08 +1.474624347e+08 +1.474624347e+08 +9.4328e-01 +8.9300e-01 +1.9027e-01 +8.5819e-03 +4.9312e-02 +2.0154e-01 +6.4948e-01 +5.9955e-01 +5.4375e-01 +8.2067e-01 +1.4489e-01 +7.2363e-01 +9.7994e-01 +7.6348e-01 +8.1239e-01 +2.0843e-01 +2.6233e-01 +5.6724e-01 +2.3005e-01 +1.7628e-01
24479 +1.374956233e+08 +1.374956233e+08 +1.374950022e+08 +1.374950022e+08 +9.4328e-01 +8.9300e-01 +1.9027e-01 +8.5819e-03 +4.9312e-02 +2.0154e-01 +4.7122e-01 +8.4239e-01 +8.4177e-01 +8.2067e-01 +1.4489e-01 +7.2363e-01 +9.7994e-01 +7.6348e-01 +5.5247e-01 +2.0843e-01 +4.5326e-01 +8.6939e-01 +9.0015e-01 +3.2581e-01
31220 +1.337832293e+08 +1.337832293e+08 +1.337826082e+08 +1.337826082e+08 +6.0106e-01 +8.9300e-01 +1.9027e-01 +8.5819e-03 +4.9312e-02 +2.0154e-01 +4.7122e-01 +8.4239e-01 +8.4177e-01 +8.2067e-01 +1.4489e-01 +7.2363e-01 +9.7994e-01 +7.6348e-01 +8.5221e-01 +5.7179e-02 +4.4944e-02 +3.5441e-01 +3.2580e-01 +3.3868e-01
