% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.520949045e+06 +2.520949045e+06 +2.521025315e+06 +2.521025315e+06 +2.4587e+00 -4.3012e+00 -3.5909e-01 +4.9337e+00 -3.7931e+00 -4.0161e+00 +4.8310e+00 +2.3457e+00 +4.2933e+00 +2.4659e+00 -2.5838e+00 +4.1078e+00 +1.6157e-01 +6.4221e-01 -4.2286e+00 -4.6990e+00 -3.5731e+00 -1.2312e+00 -2.4077e+00 -9.7443e-01
4 +9.951767155e+04 +9.951767155e+04 +9.959394155e+04 +9.959394155e+04 +7.5303e-01 -1.3429e+01 -2.2852e+00 +2.6475e+00 -3.5882e+00 -2.5855e+00 +2.2590e+00 -6.7677e+00 -3.1823e+00 -4.2307e+00 -2.8428e+00 -1.9523e+00 -2.8047e+00 -2.5211e+00 -3.9506e+00 -2.1686e+00 -3.4528e+00 -8.0574e-01 +1.0109e+00 -4.0862e+00
9 +1.527269749e+04 +1.527269749e+04 +1.534896749e+04 +1.534896749e+04 +6.1703e+00 -1.4015e+01 -1.0551e+01 -6.5629e+00 -2.0330e+00 -1.3763e+00 +3.1465e+00 +2.9552e-01 +2.1121e-01 +1.1101e+01 +9.4475e-02 -1.4517e+01 -6.6025e+00 -3.5309e+00 -1.1213e+01 -1.4340e+01 -5.8895e+00 +1.0509e+01 +9.2746e+00 -1.6811e+01
39 +2.645216050e+03 +2.645216050e+03 +2.721486050e+03 +2.721486050e+03 +3.7552e+00 -1.4062e+01 -8.0404e+00 -2.0337e+00 -1.7059e-01 -5.5568e+00 +7.4863e+00 -1.0783e+00 +4.9743e+00 +1.4792e+01 +3.4040e+00 -1.0973e+01 -9.8849e+00 -2.3154e+00 -1.1522e+01 -1.2068e+01 -5.4789e+00 +1.4415e+01 +1.1620e+01 -1.2963e+01
68 +2.312224136e+03 +2.312224136e+03 +2.388494136e+03 +2.388494136e+03 -2.3461e+00 -1.6741e+01 -8.7855e+00 -7.8690e-01 -1.3099e+00 -2.4192e+00 +4.2280e+00 +2.2047e-01 -2.4443e-01 +1.1578e+01 +8.1159e-01 -1.2824e+01 -9.0336e+00 +1.8714e+00 -1.2084e+01 -1.4401e+01 -6.6897e+00 +1.2035e+01 +8.7012e+00 -1.3475e+01
176 +1.212044323e+03 +1.212044323e+03 +1.288314323e+03 +1.288314323e+03 -3.8724e+00 -1.5493e+01 -7.4946e+00 +3.7694e+00 -2.8667e+00 -3.0328e+00 +3.5153e+00 +2.0916e+00 -3.2411e+00 +1.0307e+01 +1.2919e-01 -1.0824e+01 -1.0011e+01 +3.1146e+00 -1.4506e+01 -1.6121e+01 -2.8562e+00 +1.0101e+01 +1.1895e+01 -1.1963e+01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.617923780e+06 +1.617923780e+06 +1.617901230e+06 +1.617901230e+06 +3.5944e+00 +9.3738e-01 +1.0150e+00 -4.2329e+00 -8.4932e-01 +4.1506e+00 +4.6697e+00 -6.6541e-01 +7.1524e-01 -9.0028e-01 +3.1517e+00 +2.8178e+00 +1.9433e+00 -4.0283e+00 -4.8942e+00 -7.2462e-01 -3.9431e+00 +1.5159e+00 +4.1783e-01 +1.0184e+00
2 +1.304749647e+06 +1.304749647e+06 +1.304727097e+06 +1.304727097e+06 +2.1459e-01 -4.9653e-01 +1.0137e+01 +2.7933e-01 +1.1275e+01 +2.7916e+00 +6.7958e+00 +6.2904e+00 +1.7588e+00 -8.9213e-01 +8.0884e+00 +4.9831e+00 +6.9033e+00 -4.0601e-01 -7.1787e+00 -8.5988e-01 -3.0799e-01 +3.5971e+00 +2.5292e+00 -4.0013e+00
5 +5.283237842e+04 +5.283237842e+04 +5.280982842e+04 +5.280982842e+04 -2.6342e+00 -5.5654e+00 +1.0062e+01 -1.0863e+00 +8.4918e+00 +4.5382e+00 +6.1259e+00 +1.2338e+01 -1.2345e+00 +1.2056e+00 +1.8374e+01 -2.3009e+00 +6.4878e+00 +9.7581e-02 -1.0225e+01 -1.4307e-01 +1.1164e-02 +3.9914e+00 -2.9796e+00 +2.8952e+00
