% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.754486325e+05 +2.754486325e+05 +2.755977825e+05 +2.755977825e+05 -4.8258e+00 +3.8527e+00 +4.1080e+00 +2.5778e-01 -3.8755e+00 -6.8179e-02 -6.6411e-01 +1.6675e+00 +1.2493e+00 -9.7018e-02 +2.3808e+00 +3.1742e+00 +2.0657e+00 -3.6176e+00 -3.2354e+00 +1.5154e-01 -3.8383e+00 -4.4238e+00 +1.8175e+00 +7.4359e-01
80 +1.990726759e+05 +1.990726759e+05 +1.992218259e+05 +1.992218259e+05 -4.8891e+00 +1.7994e+00 +1.1356e+00 -9.7401e-01 -3.9951e+00 -8.6722e-01 -3.6173e+00 +2.4533e+00 -2.1488e+00 +5.4822e-03 -1.5816e+00 +3.0174e+00 +5.3332e+00 -5.7702e+00 -5.6683e+00 +2.0054e-01 -3.0887e+00 -3.3339e+00 +1.1362e+00 +4.8827e-01
102 +1.280927760e+05 +1.280927760e+05 +1.282419260e+05 +1.282419260e+05 +4.4190e-01 +1.7371e-01 +1.2902e-01 -2.8693e+00 -6.4606e+00 -3.7727e-01 -2.2782e+00 +1.8678e+00 -2.8758e+00 +9.0359e-01 +1.2557e-01 +2.0038e-01 +4.9828e+00 -4.1082e+00 -3.1557e+00 -4.9943e+00 -2.0084e+00 -2.9194e+00 -2.1607e+00 +3.2284e+00
128 +6.662621755e+04 +6.662621755e+04 +6.677536755e+04 +6.677536755e+04 +1.1336e+00 +3.1900e-01 -2.5361e+00 -2.6761e+00 -5.1388e+00 +4.4935e-01 -1.8979e+00 +1.3230e+00 -1.7247e+00 +4.6843e-01 -1.8558e+00 -1.4544e+00 +4.5188e+00 -3.0493e+00 -2.3075e+00 -3.8970e+00 -1.7755e+00 -1.3293e+00 -3.1583e+00 +2.5312e+00
165 +4.252248322e+04 +4.252248322e+04 +4.267163322e+04 +4.267163322e+04 -8.8915e-01 -1.7943e+00 -1.3631e+00 -1.2669e+00 -2.7883e+00 -6.5608e-01 -1.5085e+00 +1.6423e+00 -2.9274e-01 +2.8017e-01 -2.1489e+00 +9.0060e-01 +4.1906e+00 -2.4480e+00 -1.4617e+00 -5.0048e+00 -2.8508e-01 -4.8573e-01 -8.0085e-01 +2.8006e+00
187 +3.352405771e+04 +3.352405771e+04 +3.367320771e+04 +3.367320771e+04 -2.1694e+00 -2.0687e+00 -5.4478e-01 +1.1633e+00 -1.7675e+00 +1.4231e-01 -9.0968e-01 +1.0220e+00 +1.4835e+00 -2.7829e-01 -1.5767e+00 +7.5940e-02 +4.1449e+00 -1.6579e+00 -1.7816e+00 -5.0287e+00 +2.8350e-01 -1.2829e-01 -1.8352e+00 +2.4880e+00
215 +1.337969619e+04 +1.337969619e+04 +1.352884619e+04 +1.352884619e+04 -2.0516e+00 -2.1350e+00 -5.3098e-01 +1.4827e+00 -4.3881e+00 -3.3302e+00 -3.3559e+00 -4.1338e-01 -8.3896e-01 -9.4181e-01 -1.3024e+00 +1.7716e+00 +2.8837e+00 -1.4250e+00 -3.7290e+00 -3.2431e+00 +1.3144e+00 -1.0816e+00 -3.3556e+00 +1.8289e+00
226 +8.050202755e+03 +8.050202755e+03 +8.199352755e+03 +8.199352755e+03 -2.3639e+00 -2.8722e+00 -2.1873e-01 +5.1748e-01 -4.8390e+00 -2.6588e+00 -2.5493e+00 -1.0624e+00 -6.8193e-02 -7.1270e-03 -9.4242e-01 +1.6538e+00 +3.0377e+00 -1.1032e+00 -3.5279e+00 -2.8577e+00 +8.2582e-01 -6.2341e-01 -3.8811e+00 +9.9129e-01
311 +5.892409238e+03 +5.892409238e+03 +6.041559238e+03 +6.041559238e+03 -8.0479e-01 -3.5495e+00 -6.3932e-02 +7.5085e-01 -2.5546e+00 -2.3342e+00 -2.7411e+00 -1.0010e+00 +1.1397e-01 -1.7598e-01 -9.9820e-01 +1.3462e+00 +1.8853e+00 -9.9229e-01 -2.8769e+00 -4.8083e-01 +1.1462e+00 -2.5520e-02 -4.7181e+00 +1.2366e+00
343 +3.826916426e+03 +3.826916426e+03 +3.976066426e+03 +3.976066426e+03 -1.7545e+00 -2.1088e+00 -1.1798e+00 +4.4449e-01 -3.5687e+00 -8.0211e-01 -2.5665e+00 -8.9789e-01 -1.0152e+00 -3.9081e-01 -2.2016e+00 -3.1242e-01 +2.2332e+00 -2.0774e+00 -2.4343e+00 -2.0869e-01 +3.2261e-01 +5.8460e-01 -3.3691e+00 +8.2887e-01
368 +2.202187894e+03 +2.202187894e+03 +2.351337894e+03 +2.351337894e+03 -1.4952e+00 -1.8070e+00 -2.1047e-01 -4.4149e-02 -2.9442e+00 -1.6564e+00 -2.4090e+00 -1.3619e+00 -8.0171e-02 -1.6083e+00 -3.1034e+00 +8.6925e-01 +2.3283e+00 -1.7962e+00 -2.1859e+00 -8.0147e-01 -8.5008e-02 +3.4483e-01 -1.2452e+00 +1.4947e+00
426 +1.525014553e+03 +1.525014553e+03 +1.674164553e+03 +1.674164553e+03 -1.8287e+00 -1.1096e+00 -7.9946e-01 -3.5906e-01 -4.0388e+00 -1.7452e+00 -2.5130e+00 -1.4866e+00 -6.6857e-01 -1.2355e+00 -3.9145e+00 +1.1662e+00 +2.3876e+00 -1.1784e+00 -1.8069e+00 -9.4046e-01 -1.0860e+00 +1.2988e+00 -6.9634e-01 +4.8792e-01
458 +9.584372952e+02 +9.584372952e+02 +1.107587295e+03 +1.107587295e+03 -2.2926e+00 -3.7008e-01 -1.1221e+00 +1.1851e-01 -3.2613e+00 -2.4187e+00 -2.8284e+00 -6.4413e-01 -4.1135e-01 -8.6273e-01 -3.7298e+00 +7.5007e-01 +2.5390e+00 -1.1633e+00 -1.6807e+00 -1.4470e+00 -1.2055e-01 +9.3652e-01 -6.3340e-01 +9.6586e-01
550 +5.876611133e+02 +5.876611133e+02 +7.368111133e+02 +7.368111133e+02 -1.9345e+00 -8.6217e-01 -5.0981e-01 -2.4461e-02 -3.2673e+00 -2.2637e+00 -2.4222e+00 -1.2376e+00 -4.0520e-01 -9.5928e-01 -3.1858e+00 -1.1620e-01 +2.4317e+00 -1.3482e+00 -1.7939e+00 -1.4877e+00 +5.3459e-02 +7.2657e-01 -6.1726e-01 +1.0994e+00
583 +3.736587297e+02 +3.736587297e+02 +5.228087297e+02 +5.228087297e+02 -1.9562e+00 -7.9142e-01 -8.8058e-01 +2.1086e-01 -3.8470e+00 -2.1889e+00 -2.7121e+00 -1.6931e+00 -7.6663e-01 -6.3466e-01 -2.6363e+00 -1.0830e-01 +2.3603e+00 -1.2532e+00 -1.7312e+00 -2.2096e+00 +1.3869e-01 +8.7757e-01 -5.9818e-01 +1.1639e+00
631 +2.447012386e+02 +2.447012386e+02 +3.938512386e+02 +3.938512386e+02 -1.8127e+00 -1.0127e+00 -7.5993e-01 +2.1263e-01 -3.3303e+00 -2.2368e+00 -2.2991e+00 -1.7490e+00 -7.7645e-01 -5.5081e-01 -2.6607e+00 +6.2814e-02 +2.0623e+00 -1.7149e+00 -1.4174e+00 -2.1972e+00 +3.1294e-01 +1.0448e+00 -5.6203e-01 +1.0233e+00
