1: tournsize='10'
2: tournsize='13'
3: tournsize='170'
4: tournsize='192'
5: tournsize='51'
6: tournsize='206'
7: tournsize='16'
8: tournsize='137'
9: tournsize='14'
10: tournsize='133'
11: tournsize='15'
12: tournsize='234'
13: tournsize='117'
14: tournsize='119'
15: tournsize='28'
16: tournsize='12'
17: tournsize='103'
18: tournsize='33'
19: tournsize='108'
20: tournsize='182'
21: tournsize='240'
22: tournsize='39'
23: tournsize='96'
24: tournsize='40'
25: tournsize='86'
26: tournsize='11'
27: tournsize='194'
28: tournsize='198'
29: tournsize='196'
30: tournsize='102'
31: tournsize='197'
32: tournsize='190'
33: tournsize='178'
34: tournsize='189'
35: tournsize='217'
36: tournsize='195'
37: tournsize='213'
38: tournsize='175'
39: tournsize='179'
40: tournsize='250'
41: tournsize='233'
42: tournsize='100'
43: tournsize='162'
44: tournsize='29'
45: tournsize='72'
