% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.960016909e+06 +4.960016909e+06 +4.959961969e+06 +4.959961969e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
105 +4.582362471e+06 +4.582362471e+06 +4.582307531e+06 +4.582307531e+06 +1.6481e-01 +3.5181e-01 +1.1931e-01 +6.2118e-01 +7.7257e-01 +7.2975e-01 +1.7795e-01 +8.2868e-01 +1.1236e-01 +3.4456e-01 +4.3144e-01 +5.7043e-01 +9.2091e-01 +1.2741e-01 +4.4679e-02 +6.1670e-02 +6.5185e-01 +9.9552e-01 +7.2788e-01 +3.4573e-01
203 +4.383055699e+06 +4.383055699e+06 +4.383000759e+06 +4.383000759e+06 +3.5688e-02 +7.5981e-02 +4.4862e-01 +2.8568e-02 +3.4228e-01 +9.1722e-01 +5.8564e-01 +2.3718e-01 +8.4814e-02 +8.7191e-01 +7.0922e-01 +6.9945e-01 +9.6614e-01 +4.2995e-01 +1.3885e-02 +9.8728e-01 +5.2552e-01 +8.7091e-01 +3.5970e-01 +8.8356e-01
1553 +4.033236556e+06 +4.033236556e+06 +4.033181616e+06 +4.033181616e+06 +7.9312e-02 +1.7987e-01 +3.6164e-01 +9.1287e-01 +9.3433e-01 +6.8824e-01 +4.1991e-01 +4.8582e-01 +3.5119e-02 +7.2151e-01 +4.9548e-02 +5.9328e-01 +9.6598e-01 +3.0589e-01 +7.7091e-01 +1.1418e-01 +9.7952e-01 +4.3062e-01 +2.2971e-02 +1.6481e-01
3550 +3.949032765e+06 +3.949032765e+06 +3.948977825e+06 +3.948977825e+06 +1.8741e-01 +8.2104e-02 +6.6726e-01 +7.3954e-01 +8.7699e-01 +6.0069e-01 +5.6662e-01 +6.9011e-01 +3.6300e-02 +1.1289e-01 +2.1533e-01 +5.7043e-01 +9.2091e-01 +1.2741e-01 +4.4679e-02 +6.1670e-02 +6.5185e-01 +9.9552e-01 +6.4104e-01 +1.9208e-01
9444 +3.737974884e+06 +3.737974884e+06 +3.737919944e+06 +3.737919944e+06 +1.8741e-01 +8.2104e-02 +6.6726e-01 +7.3954e-01 +8.7699e-01 +6.0069e-01 +5.6662e-01 +6.9011e-01 +3.6300e-02 +1.1289e-01 +2.1533e-01 +5.7043e-01 +9.2091e-01 +1.2741e-01 +4.4679e-02 +6.1670e-02 +6.5185e-01 +9.9552e-01 +1.6957e-01 +2.2389e-01
11334 +3.544328205e+06 +3.544328205e+06 +3.544273265e+06 +3.544273265e+06 +1.8741e-01 +8.2104e-02 +6.6726e-01 +7.3954e-01 +8.7699e-01 +6.0069e-01 +5.6662e-01 +6.9011e-01 +3.6300e-02 +7.1212e-01 +2.1533e-01 +5.7043e-01 +9.2091e-01 +1.2741e-01 +4.4679e-02 +6.1670e-02 +9.4753e-01 +8.4576e-01 +1.6957e-01 +2.2389e-01
33113 +3.450463236e+06 +3.450463236e+06 +3.450408296e+06 +3.450408296e+06 +1.8741e-01 +4.8059e-02 +6.6726e-01 +7.3954e-01 +8.7699e-01 +6.0069e-01 +7.3799e-01 +6.9011e-01 +3.6300e-02 +7.1212e-01 +2.1533e-01 +5.7043e-01 +9.2091e-01 +1.2741e-01 +3.3667e-02 +6.1670e-02 +9.4753e-01 +9.1251e-01 +2.5790e-01 +1.5233e-02
34890 +3.371392683e+06 +3.371392683e+06 +3.371337743e+06 +3.371337743e+06 +7.3033e-02 +4.8059e-02 +6.6726e-01 +7.3954e-01 +8.7699e-01 +6.0069e-01 +7.3799e-01 +6.9011e-01 +3.6300e-02 +7.1212e-01 +2.1533e-01 +5.7043e-01 +9.2091e-01 +1.2741e-01 +3.3667e-02 +6.1670e-02 +9.4753e-01 +9.1251e-01 +2.5790e-01 +1.5233e-02
62798 +3.095540311e+06 +3.095540311e+06 +3.095485371e+06 +3.095485371e+06 +1.2054e-01 +1.0315e-02 +8.4971e-02 +5.7465e-01 +8.7699e-01 +7.0289e-01 +9.8956e-01 +3.7775e-02 +2.0177e-02 +5.4546e-01 +4.9548e-02 +8.5572e-02 +9.2091e-01 +7.7624e-02 +4.5100e-01 +8.8194e-02 +7.6478e-01 +8.7957e-01 +1.1974e-01 +5.8569e-02
80783 +3.088189366e+06 +3.088189366e+06 +3.088134426e+06 +3.088134426e+06 +1.2054e-01 +1.0315e-02 +8.4971e-02 +5.7465e-01 +8.7699e-01 +7.0289e-01 +9.8956e-01 +3.7775e-02 +2.0177e-02 +5.4546e-01 +4.9548e-02 +8.5572e-02 +9.2091e-01 +7.7624e-02 +4.5100e-01 +8.8194e-02 +7.6478e-01 +9.4802e-01 +2.5790e-01 +2.2622e-01
91237 +3.013992897e+06 +3.013992897e+06 +3.013937957e+06 +3.013937957e+06 +2.9250e-02 +1.0315e-02 +8.4971e-02 +5.7465e-01 +8.7699e-01 +7.0289e-01 +9.8956e-01 +3.7775e-02 +2.0177e-02 +5.4546e-01 +4.9548e-02 +8.5572e-02 +9.2091e-01 +7.7624e-02 +4.5100e-01 +8.8194e-02 +7.6478e-01 +9.4802e-01 +2.5790e-01 +2.2622e-01
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.310036092e+06 +2.310036092e+06 +2.310095222e+06 +2.310095222e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +2.274733105e+06 +2.274733105e+06 +2.274792235e+06 +2.274792235e+06 +2.7611e-01 +7.0772e-01 +2.8069e-01 +4.6865e-01 +5.8345e-01 +9.0692e-01 +4.6125e-01 +2.7312e-01 +3.0852e-02 +5.5058e-01 +5.1923e-01 +1.5809e-01 +7.0266e-01 +2.2679e-01 +2.1335e-01 +2.9278e-01 +4.2117e-01 +9.0780e-01 +8.9873e-01 +1.8949e-01
11 +1.859516796e+06 +1.859516796e+06 +1.859575926e+06 +1.859575926e+06 +1.4863e-01 +9.7838e-01 +3.6375e-02 +4.7352e-02 +7.6500e-01 +5.2739e-01 +4.6571e-01 +2.5758e-01 +7.9267e-02 +2.5788e-01 +7.5105e-01 +2.3757e-01 +7.1115e-01 +4.6958e-01 +8.7615e-02 +9.2530e-01 +8.6653e-01 +5.6212e-01 +7.0444e-01 +2.4199e-01
52 +1.653753733e+06 +1.653753733e+06 +1.653812863e+06 +1.653812863e+06 +5.2068e-01 +9.8607e-01 +3.2180e-01 +5.3449e-01 +2.7730e-01 +9.6654e-02 +7.9301e-01 +7.2177e-01 +8.4578e-03 +4.2172e-01 +9.7215e-01 +7.6086e-01 +8.3775e-02 +6.9659e-01 +3.9244e-02 +1.9540e-01 +9.0906e-01 +3.7600e-01 +6.3229e-01 +5.4641e-01
113 +1.526655652e+06 +1.526655652e+06 +1.526714782e+06 +1.526714782e+06 +4.3503e-01 +6.8711e-01 +2.5374e-01 +3.1035e-01 +2.8441e-04 +4.2006e-01 +2.4247e-01 +9.1266e-01 +4.8235e-01 +1.5874e-01 +9.4133e-01 +1.9643e-01 +6.9432e-01 +7.6024e-01 +3.5534e-03 +1.8508e-01 +8.3674e-01 +6.0933e-02 +1.4413e-01 +3.5792e-01
24488 +1.510996788e+06 +1.510996788e+06 +1.511055918e+06 +1.511055918e+06 +2.3192e-02 +6.8711e-01 +2.5374e-01 +3.1035e-01 +2.8441e-04 +4.2006e-01 +2.4247e-01 +9.1266e-01 +4.8235e-01 +1.5874e-01 +9.4133e-01 +1.9643e-01 +1.5304e-01 +4.1779e-01 +4.6840e-01 +4.8779e-02 +5.7483e-01 +6.3561e-01 +5.3281e-01 +6.4181e-01
25309 +1.456609511e+06 +1.456609511e+06 +1.456668641e+06 +1.456668641e+06 +2.3192e-02 +6.8711e-01 +2.5374e-01 +3.1035e-01 +2.8441e-04 +4.2006e-01 +2.4247e-01 +9.1266e-01 +4.8235e-01 +1.5874e-01 +9.4133e-01 +1.9643e-01 +5.3593e-01 +5.6718e-01 +7.0868e-01 +2.4320e-01 +8.9684e-01 +8.9829e-01 +2.6211e-01 +1.5187e-01
