% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.287602554e+01 +8.287602554e+01 -9.171239745e+02 -9.171239745e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
18791 +8.103421753e+01 +8.103421753e+01 -9.189657825e+02 -9.189657825e+02 +6.2812e-01 +7.5501e-01 +4.1313e-01 +7.3697e-01 +8.1819e-01 +6.3286e-01 +4.2614e-01 +2.4728e-02 +8.6046e-01 +9.2422e-01 +9.4470e-01 +9.2492e-01 +3.0460e-01 +1.2562e-03 +3.4871e-02 +9.8818e-01 +3.9940e-01 +4.3991e-01 +2.0341e-01 +2.0693e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.367961493e+01 +8.367961493e+01 +1.083679615e+03 +1.083679615e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +8.228863348e+01 +8.228863348e+01 +1.082288633e+03 +1.082288633e+03 +4.0994e-01 +7.1439e-01 +7.5088e-01 +3.5038e-01 +8.7944e-01 +1.5972e-02 +7.3454e-03 +6.8481e-01 +8.8971e-01 +2.8778e-01 +9.0765e-01 +1.6199e-01 +6.3699e-01 +9.0619e-01 +3.2260e-01 +1.4050e-01 +3.9454e-01 +9.6273e-01 +4.7224e-01 +6.1720e-01
22 +8.126509055e+01 +8.126509055e+01 +1.081265091e+03 +1.081265091e+03 +4.4331e-01 +2.2659e-01 +4.6144e-01 +8.4939e-01 +4.5330e-01 +8.7107e-01 +4.7687e-01 +5.4049e-01 +5.5174e-01 +2.0931e-01 +5.4426e-01 +8.8622e-01 +3.6107e-01 +6.1497e-01 +4.3315e-01 +4.0691e-02 +7.7929e-02 +8.6845e-01 +8.1429e-02 +4.7303e-01
6342 +7.937525730e+01 +7.937525730e+01 +1.079375257e+03 +1.079375257e+03 +6.5151e-01 +9.4918e-01 +5.4137e-01 +8.7342e-01 +8.1213e-01 +8.8173e-01 +4.9976e-01 +2.8289e-01 +3.6813e-03 +9.1054e-02 +2.5120e-02 +2.0287e-02 +2.4972e-01 +5.2891e-01 +2.9401e-01 +4.0694e-01 +9.8337e-02 +9.6975e-01 +8.9327e-01 +3.3419e-01
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.282343011e+01 +8.282343011e+01 +3.369343011e+01 +3.369343011e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
183 +8.104753698e+01 +8.104753698e+01 +3.191753698e+01 +3.191753698e+01 +7.0229e-01 +9.5311e-01 +3.6198e-01 +5.7276e-01 +9.7265e-01 +9.2047e-02 +1.9424e-01 +1.8383e-01 +6.8523e-01 +4.3716e-01 +4.2720e-01 +2.0470e-01 +2.5154e-01 +4.8397e-02 +6.8507e-01 +1.0236e-01 +9.3934e-01 +4.4170e-01 +5.6438e-01 +4.2199e-01
20007 +7.912923595e+01 +7.912923595e+01 +2.999923595e+01 +2.999923595e+01 +2.3101e-01 +8.3487e-01 +1.6716e-02 +7.3332e-01 +8.5648e-01 +6.2860e-02 +9.5423e-01 +3.3923e-01 +9.2993e-02 +9.6543e-01 +8.6718e-01 +1.7300e-01 +7.6521e-02 +1.4625e-01 +4.5453e-01 +2.7470e-01 +9.1383e-01 +2.9722e-01 +8.9162e-01 +9.1808e-02
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.754602683e+01 +7.754602683e+01 +3.752760268e+02 +3.752760268e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +7.450712994e+01 +7.450712994e+01 +3.722371299e+02 +3.722371299e+02 +3.8574e-03 +5.6266e-01 +3.5012e-02 +5.7656e-01 +9.6906e-01 +2.6411e-02 +6.9893e-01 +2.5808e-01 +6.2905e-01 +5.7788e-01 +6.1866e-01 +2.4633e-01 +5.8695e-01 +6.8778e-02 +9.1415e-01 +6.5932e-01 +9.1175e-01 +7.4349e-01 +2.9842e-02 +7.3428e-01
