% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2 +5.383569210e+04 +5.383569210e+04 +5.412742210e+04 +5.412742210e+04 +7.0360e-01 +9.1494e-01
4 +4.804231918e+04 +4.804231918e+04 +4.833404918e+04 +4.833404918e+04 +3.7045e-01 +7.4412e-01
5 +3.752474894e+04 +3.752474894e+04 +3.781647894e+04 +3.781647894e+04 +2.7712e-01 +8.4103e-01
12 +3.444259412e+04 +3.444259412e+04 +3.473432412e+04 +3.473432412e+04 +2.5453e-01 +9.4466e-01
61 +3.384025743e+04 +3.384025743e+04 +3.413198743e+04 +3.413198743e+04 +1.5152e-01 +9.3029e-01
241 +3.178775143e+04 +3.178775143e+04 +3.207948143e+04 +3.207948143e+04 +1.3127e-02 +9.8305e-01
3425 +3.137540278e+04 +3.137540278e+04 +3.166713278e+04 +3.166713278e+04 +4.1858e-03 +9.9139e-01
% function evaluation | noise-free fitness - Fopt (3.567200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.003328652e+03 +7.003328652e+03 +7.360048652e+03 +7.360048652e+03 +0.0000e+00 +0.0000e+00
2 +3.751669769e+03 +3.751669769e+03 +4.108389769e+03 +4.108389769e+03 +8.7603e-01 +4.1248e-01
4 +3.708474502e+03 +3.708474502e+03 +4.065194502e+03 +4.065194502e+03 +4.2537e-01 +1.1801e-01
7 +3.062959574e+03 +3.062959574e+03 +3.419679574e+03 +3.419679574e+03 +7.8205e-01 +2.9195e-01
36 +3.183809573e+00 +3.183809573e+00 +3.599038096e+02 +3.599038096e+02 +9.7884e-01 +5.9556e-02
566 +3.089758609e+00 +3.089758609e+00 +3.598097586e+02 +3.598097586e+02 +9.9380e-01 +7.7811e-02
6390 +3.010416292e+00 +3.010416292e+00 +3.597304163e+02 +3.597304163e+02 +9.8944e-01 +1.0514e-01
% function evaluation | noise-free fitness - Fopt (2.512400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.511065717e+02 +1.511065717e+02 +4.023465717e+02 +4.023465717e+02 +0.0000e+00 +0.0000e+00
2 +6.091943554e+01 +6.091943554e+01 +3.121594355e+02 +3.121594355e+02 +7.9792e-01 +8.8115e-01
3 +5.467909925e+01 +5.467909925e+01 +3.059190993e+02 +3.059190993e+02 +5.3617e-01 +9.9488e-01
20 +5.200260261e+01 +5.200260261e+01 +3.032426026e+02 +3.032426026e+02 +1.2299e-01 +9.4379e-01
90 +5.057660195e+01 +5.057660195e+01 +3.018166020e+02 +3.018166020e+02 +2.5035e-02 +9.5752e-01
787 +4.990665679e+01 +4.990665679e+01 +3.011466568e+02 +3.011466568e+02 +2.7310e-02 +9.7966e-01
% function evaluation | noise-free fitness - Fopt (9.903300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.224663378e+04 +6.224663378e+04 +6.323696378e+04 +6.323696378e+04 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (2.898000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.003753347e+05 +3.003753347e+05 +3.004043147e+05 +3.004043147e+05 +0.0000e+00 +0.0000e+00
2 +2.949173383e+05 +2.949173383e+05 +2.949463183e+05 +2.949463183e+05 +2.0958e-01 +5.1555e-01
3 +2.568812332e+05 +2.568812332e+05 +2.569102132e+05 +2.569102132e+05 +5.8510e-01 +8.3257e-01
7 +2.294307705e+05 +2.294307705e+05 +2.294597505e+05 +2.294597505e+05 +6.2468e-01 +4.3605e-01
