(-1698.6926683788834,)
(-1699.0381059398303,)
(-1710.1775599349855,)
(-1698.3725148958554,)
(-1700.7264446200827,)
(-1690.5934813027338,)
(-1681.4905521216856,)
(-1700.3817593088067,)
(-1681.4905521216856,)
(-1690.8780985937753,)
(-1693.329359867522,)
(-1695.1238711839374,)
(-1693.9953459620294,)
(-1703.8448184304475,)
(-1690.2489584656425,)
(-1689.4336107879315,)
(-1691.2326740913256,)
(-1700.4801528863889,)
(-1691.0593419309614,)
(-1701.6572160699225,)
(-1698.9855254363065,)
(-1698.6047007945203,)
(-1683.1732377517048,)
(-1685.8624192236327,)
(-1683.1732377517048,)
(-1693.373556385991,)
(-1692.0088092022431,)
(-1693.6260741623885,)
(-1692.2544035097465,)
(-1689.2591964698113,)
(-1689.016363741654,)
(-1681.6376344428734,)
(-1682.4157856932575,)
(-1681.6376344428734,)
(-1699.6488285817277,)
(-1694.8554733172116,)
(-1680.2030573829222,)
(-1696.896648741588,)
(-1694.8861641664173,)
(-1695.0334437117062,)
(-1687.9664343042894,)
(-1707.2245888314656,)
(-1680.2030573829222,)
(-1683.11565814671,)
(-1685.2999078411733,)
(-1683.9618259802205,)
(-1712.6154403840026,)
(-1696.8894310941507,)
(-1693.4825515645437,)
(-1686.7168830355438,)
(-1683.9448069979978,)
(-1674.248124136124,)
(-1674.248124136124,)
(-1693.1847941953272,)
(-1696.882525351648,)
(-1689.3699289240394,)
(-1689.438122136436,)
(-1688.3714572736237,)
(-1685.8212537909073,)
(-1696.9342879372214,)
(-1690.2120741780464,)
(-1688.383228884877,)
(-1688.9343488995737,)
(-1681.2566182065252,)
(-1683.7064664658424,)
(-1700.8670960733511,)
(-1713.0204508914067,)
(-1679.71612761191,)
(-1696.962867730309,)
(-1685.3674405656673,)
(-1693.3764275810079,)
(-1700.8809582164902,)
(-1694.0871332579638,)
(-1699.1523516827556,)
(-1687.6281718541195,)
(-1690.3114961363683,)
(-1700.8997463725075,)
(-1696.143583483569,)
(-1683.978799204761,)
(-1690.9843226504415,)
(-1681.594334653686,)
(-1693.7305495031358,)
(-1698.767381142829,)
(-1693.7186220303417,)
(-1689.3227770530523,)
(-1687.3951041402888,)
(-1715.1591239060551,)
(-1705.159220578718,)
(-1687.3951041402888,)
(-1694.8914015929795,)
(-1695.4604313176453,)
(-1687.7776147814975,)
(-1695.698833533271,)
(-1690.4417466691361,)
(-1675.9740903449867,)
(-1693.770442830496,)
(-1698.7066823239456,)
(-1675.9740903449867,)
(-1691.5237692793285,)
(-1684.8922182835304,)
(-1706.9049482885048,)
(-1691.4548496686987,)
(-1691.1050872350806,)
(-1683.067644960798,)
(-1703.4057124854648,)
(-1678.39082667329,)
(-1678.39082667329,)
(-1700.5645813404392,)
(-1688.1334677418508,)
(-1684.1821925943573,)
(-1689.0461019572842,)
(-1703.5055674567675,)
(-1693.9227949069823,)
(-1691.0445346883498,)
(-1684.1821925943573,)
(-1696.907616023522,)
(-1688.0448687138241,)
(-1688.7076622889545,)
(-1689.030080141002,)
(-1700.2524253730685,)
(-1701.8685346781144,)
(-1694.642358449281,)
(-1693.2599884709812,)
(-1689.5213665675801,)
(-1688.0448687138241,)
(-1681.5493990755172,)
(-1697.955705128487,)
(-1685.9540968690296,)
(-1714.3439350075228,)
(-1680.1067115719245,)
(-1713.7560858989416,)
(-1680.1067115719245,)
(-1702.247105605554,)
(-1687.6024007088474,)
(-1689.1600350212746,)
(-1710.8098998080252,)
(-1681.227874551545,)
(-1691.3645546833166,)
(-1693.4822456880415,)
(-1692.6851052594288,)
(-1716.534803392493,)
(-1703.46677962414,)
(-1681.227874551545,)
(-1683.9297038971702,)
(-1685.9520007146598,)
(-1691.3878562483135,)
(-1691.2692544259733,)
(-1694.614329725681,)
(-1702.5871024716134,)
(-1702.0300801410017,)
(-1683.9297038971702,)
(-1687.9299744711705,)
(-1718.9707897107905,)
(-1685.7677872930235,)
(-1702.5348186605745,)
(-1691.7179944605018,)
(-1700.5742474640092,)
(-1694.4212800038001,)
(-1683.5706433397402,)
(-1683.5706433397402,)
(-1711.240058588144,)
(-1693.562040710776,)
(-1698.2272164618753,)
(-1681.3927554743523,)
(-1707.0136464758116,)
(-1693.6696138057168,)
(-1685.0244225510812,)
(-1681.3927554743523,)
(-1707.9267102682893,)
(-1712.3067581414573,)
(-1682.515616119024,)
(-1703.468244129079,)
(-1692.1621696645404,)
(-1685.96498621146,)
(-1696.7514564000385,)
(-1690.0534441259601,)
(-1703.2500910338126,)
(-1693.8098567023756,)
(-1682.515616119024,)
(-1701.7377321416395,)
(-1683.5725686156993,)
(-1686.2577498316427,)
(-1691.5831149682583,)
(-1694.5190475159957,)
(-1678.0213238556623,)
(-1693.599367491002,)
(-1685.2050968600715,)
(-1689.96522209496,)
(-1688.7312282577657,)
(-1690.8333809281362,)
(-1694.072277820797,)
(-1690.681975243975,)
(-1695.669480389859,)
(-1688.349209163884,)
(-1694.674882884412,)
(-1688.349209163884,)
(-1698.8222079084028,)
(-1678.086628143999,)
