% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.680316576e+01 +3.680316576e+01 -1.554683424e+01 -1.554683424e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +3.592392376e+01 +3.592392376e+01 -1.642607624e+01 -1.642607624e+01 +4.9914e-01 +4.7166e-01 +7.5581e-02 +2.6583e-01 +9.3698e-01 +8.4743e-01 +5.5608e-01 +9.6644e-01 +5.1365e-01 +2.1347e-01 +9.1371e-02 +3.1422e-01 +4.4742e-03 +9.5388e-02 +3.2358e-01 +6.6479e-01 +3.8396e-01 +8.7526e-01 +7.2014e-01 +1.2896e-01
10 +3.461995803e+01 +3.461995803e+01 -1.773004197e+01 -1.773004197e+01 +2.8130e-01 +5.4049e-01 +1.8782e-01 +4.8275e-01 +3.5226e-01 +4.9058e-01 +1.6669e-01 +5.1081e-01 +8.3559e-01 +3.1260e-01 +6.0354e-01 +5.0392e-01 +2.6048e-01 +4.1260e-01 +9.6701e-02 +3.4044e-01 +8.3650e-01 +6.0461e-01 +7.8909e-01 +4.0029e-01
57 +3.217513210e+01 +3.217513210e+01 -2.017486790e+01 -2.017486790e+01 +4.1197e-01 +8.8298e-02 +6.3934e-01 +5.9908e-01 +4.2991e-01 +9.6070e-02 +7.2227e-01 +1.3684e-02 +9.0881e-01 +4.1781e-01 +7.0999e-01 +2.4713e-01 +1.8802e-01 +1.5696e-01 +8.9795e-01 +1.5891e-01 +9.7884e-01 +7.0623e-01 +8.2297e-01 +1.0541e-01
145 +3.086359753e+01 +3.086359753e+01 -2.148640247e+01 -2.148640247e+01 +6.7945e-01 +2.3775e-01 +7.8000e-01 +3.0192e-01 +1.1614e-02 +9.6089e-01 +3.7568e-01 +8.6083e-01 +5.5899e-01 +3.2541e-01 +3.4877e-01 +9.4667e-01 +2.7571e-01 +8.0907e-02 +7.3657e-01 +6.0753e-02 +6.9626e-01 +4.6417e-01 +7.1268e-01 +3.2246e-02
783 +2.979362956e+01 +2.979362956e+01 -2.255637044e+01 -2.255637044e+01 +5.1095e-01 +3.5034e-01 +2.2988e-01 +1.7736e-01 +3.6224e-01 +7.7747e-01 +1.4608e-01 +3.2512e-01 +8.2649e-01 +9.0391e-02 +8.2700e-01 +8.1997e-01 +3.8686e-01 +6.2172e-01 +4.7029e-01 +5.9678e-01 +3.5554e-01 +4.8579e-01 +6.6707e-01 +3.9553e-02
6632 +2.905645760e+01 +2.905645760e+01 -2.329354240e+01 -2.329354240e+01 +2.4111e-01 +4.1825e-02 +5.0475e-01 +1.7736e-01 +3.6224e-01 +7.7747e-01 +1.4608e-01 +3.2512e-01 +8.2649e-01 +9.0391e-02 +8.2700e-01 +8.1997e-01 +3.8686e-01 +6.2172e-01 +4.7029e-01 +5.9678e-01 +3.5554e-01 +4.8579e-01 +6.6707e-01 +3.9553e-02
8486 +2.869361294e+01 +2.869361294e+01 -2.365638706e+01 -2.365638706e+01 +1.7492e-01 +3.5034e-01 +2.2988e-01 +1.7736e-01 +3.6224e-01 +7.7747e-01 +1.4869e-01 +1.1284e-01 +7.0927e-01 +4.6823e-02 +9.4586e-02 +5.2395e-01 +1.1318e-01 +6.1266e-02 +7.3299e-01 +3.5274e-01 +8.8880e-01 +1.2783e-01 +7.7828e-01 +6.0642e-02
30080 +2.811683939e+01 +2.811683939e+01 -2.423316061e+01 -2.423316061e+01 +2.4161e-01 +1.1037e-01 +9.6568e-01 +5.3955e-01 +3.6224e-01 +7.7747e-01 +1.4869e-01 +1.1284e-01 +7.0927e-01 +4.6823e-02 +9.4586e-02 +5.2395e-01 +1.1318e-01 +6.1266e-02 +7.3299e-01 +3.5274e-01 +8.8880e-01 +1.2783e-01 +7.7828e-01 +6.0642e-02
52420 +2.678674703e+01 +2.678674703e+01 -2.556325297e+01 -2.556325297e+01 +7.1171e-02 +2.6048e-01 +9.0085e-01 +2.2010e-02 +2.9141e-02 +8.8347e-01 +1.4869e-01 +1.1284e-01 +7.0927e-01 +5.8695e-02 +7.8092e-01 +2.9829e-02 +7.4706e-02 +5.2498e-02 +5.2250e-01 +2.7145e-01 +5.3192e-01 +2.0746e-01 +6.9159e-01 +2.9255e-02
